Name
《花田八喜之棧會》
黃寶林
黃寶柵
《游龍戲鳳》
劉子暄
蕭卓琳
《潞安州》
蕭穎芝
蕭葆芝
《幻覺離恨天》
陳鎧汶
羅嘉媛
《五湖泛舟》
陳詩華
陳家希
《魂夢繞山河》
雷正妍
梁頌鈴
《劍合釵圓》及《拾釵》
林可兒
黃筒
吳梓琳
《幽媾》及《花田錯會》
黎明浚
劉子瑜
吳芷盈
《折梅巧遇》
丁采欣
丁嘉怡
曾秉豪
黃世英
挂沛紅
耀鳴聲劇團
萃翔榮劇團
《碧血寫春秋之三召》
《文姬歸漢》
《隋宮十載菱花夢》
《洛水夢會》
碧輝粵劇社
康樂及文化事務署
《鳳閣恩仇未了情》
藍天佑
鄭雅琪
《豔曲醉周郎》
宋洪波
林子青
《鸞鳳分飛》
粵劇營運創新會
《幻覺魂歸離恨天》
皇伽冠
玄悅仙
欣伽龍
鳴悅恩
官伽軒
采悅榕
蘇慧
朱苔瑩
黎錫鏗
方艷姿
梨文善
創世藝術發展學會
元朗山廈村十年一屆太平清醮建醮委員會
新群英劇團
龍貫天
尹飛燕
文寶森
廖國森
新劍郎
高麗
黎耀威
盧麗斯
黃學超
劍麟
蕭詠儀
文俊杰
高潤鴻
高潤權
韓燕明
周元武
孟錦全
新港興公司
西貢北港相思灣聯鄉太平清醮建醮委員會
鳴芝聲劇團
祝如山
李婉誼
蔣世平
陳永光
張潔霞
方百佳
游龍
梁綺蓮
徐權
金儀服裝公司
蓋鳴暉
吳美英
陳鴻進
呂洪廣
陳嘉鳴
阮兆輝
劉建榮
鄭福康
梁煒康
《狄青闖三關》
丘志堅
王碧兒
《一曲琵琶動漢皇》
呂法權
凌珊
余大鵬
何詩敏
譚國強
黃麗芬
《半生緣》
陳冰鳳
周鳳儀
《雷鳴金鼓戰笳聲》
郭麗英
呂碧珊
譚偉強
廖錦成
陳建鴻
新藝佈景
嘉美製作
北區文藝協進會有限公司
灣仔區文娛康樂體育會有限公司
灣仔區議會屬下文化事務委員會
查篤撐兒童粵劇協會
張惠蘭
馮倩瑩
何芷瑩
歐采苗
李傑思
蔡文均
阮柏熹
蔡文雅
阮曦嬅
盧文禧
馬蔚藍
歐政昊
黃恬
《天女散花》
《無情寶劍有情天》
《艷曲醉周郎》
《六月雪之羊肚命案》
《斬經堂》
明珠曲藝研習會
劍生輝粵劇團
文劍斐
李鳳
敖龍
韋俊郎
李名亨
林煒婷
陳小龍
宋錦成
蘇志昌
德昌舞台佈景製作
藝海服裝公司
《韓琪殺廟》
何家耀
鄭敏儀
《牡丹亭之遊園驚夢》
莫何婉嫺
蘇艷筠
《嫦娥奔月》
白慶賢
林蕙玲
《霸王別姬》(京劇)
趙蘭心
《越國驪歌》
黎賢美
賴潔儀
《合兵破曹》
黎冠輝
朱廣波
周熾楷
(京胡)范文碩
(司鼓)楊來勇
新港興
羅秋鴻
盈蘭逸興舞集
華輝粵劇團(銅鑼灣分會)
戲曲文化研習社
鳳笙輝劇團
南鳳
陳銘英
郭俊聲
劉芷恩
廣興公司
心美娛樂製作有限公司
湛江粵劇團
梁燕飛
魯成斌
張華
鄭建平
梁羽華
朱偉基
凌飛
梁小飛
沈康帝
朱曉怡
羅杜江
何榮銓
許志興
招日威
陳小漢
梁兆明
梁宇鴻
湛江粵劇團舞台隊
深水埗文藝協會有限公司
《打金枝》
王四郎
林婷
譚蘭燕
廖軍
莫賢明
《蝴蝶夢．說親》
劉異龍
邢金沙
《玉簪記．琴挑》
岳美緹
張靜嫻
上海崑劇團
香港藝術之家
翡翠粵劇團
衛駿英
紫玉殷
鄭詠梅
曾榮生
藝群
莫燕雲
吳劍鳴
救世軍耆才拓展計劃觀塘中心
《林冲之柳亭餞別》
《碧血寫春秋之驚變》
《牡丹亭之幽媾》
《櫃中緣》
文華
梁心怡
文軒
靈音
陳鳳鳴
陳宛君
天馬菁莪粵劇團
《煉印》
《白蛇傳之盜仙草
水漫金山
斷橋》
麥文潔
金紫荊劇團
樂名揚
洛靈鈺
何文煥
譚綺文
文顯聲
《再世紅梅記之折梅巧遇》
《南唐殘夢》
《白龍關》(下卷)
《牡丹亭驚夢之幽媾》
《群英會之小宴》
《花亭會》
《韓琪壯烈釋香蓮》
《雙仙拜月亭之搶傘》
《再世紅梅記之脫阱救裴》
劉瑞暉
羅羚鳳
黃玉梅
鍾寶珠
丁一龍
鍾葵嬌
凌碧君
楚湘雲
陳澤賢
江月兒
葉先
余幼蘭
鳳飛揚
嫣紫紅
梁煥意
鄭翀
劉淑粧
鸞浩笙
絳仙
劉江華議員辦事處
余倩雯議員辦事處
碧雲飛曲藝粵劇團
全昌耀
梁小佳
李龍
陳咏儀
龍嘉詠劇團
民政事務總署九龍城民政事務處
九龍城區議會
南區區議會
南區文藝協進會
隨緣樂苑
吳稱貴
西貢蠔涌聯鄉太平清醮建醮委員會
王超群
溫玉瑜
勵志曲藝苑
任丹楓
紫令秋
麥冠英
潘緻芬
陳艷尤
林海珠
陳影芬
歐陽錦嫻
唐海淑
潘秀蓮
《遊園驚夢》
鍾少瓊
陳玉環
《沈三白與芸娘》
廖玉芳
莫霞鳳
李潔珍
黃桂媚
梁耀華
莫何婉嫻
潘琇珠
關婉森
德昌公司
昇藝舫
觀塘區議會
觀塘西分區委員會
玉麒麟粵劇團
黃葆輝
《穆桂英招親》
「伯樂會」顏振聲
白翠翠
煌晉輝
卓宏天
紫心詩
靈鳳
蕭鎧誼
曾卓穎
《拾釵》
蕭倩兒
葵青區議會文化藝術及運動推廣工作小組
葵涌中南婦女協會
粵韻曲藝粵劇社
葉文笳
文慧
李丹婷
簡雪蓮
樂錦繡粵劇社
何偉凌
招婉妮
龍嘉麒
陳金成
黃鈺華
譚穎倫
藝劍峰
陳淑君
新群英公司
《蝴蝶夢之劈棺》
陳美娟
《狄青闖三關之猜心事》
《林沖之風雪山神廟》
賴茂勇
蘇小惠
李秋元
朱女
《高山流水會知音》
雄標
梁桓宇
《穆桂英之罪夫》
梁恒宇
唐仕麥
姚伙達
鄭瑞華
大喜慶劇團
《帝女花之庵遇》
鍾小玲
