Eng,Chi
Choi So-Young,Choi So-Young
Hong Kyung-Tack,Hong Kyung-Tack
Kim Dong-Yoo,Kim Dong-Yoo
Rhee Seundja,Rhee Seundja
Elizabeth Thomson,
Etsuko Nishi,
Hiroshi Yamano,
Josef Marek,
Julia Brooker,
Karl Maughan,
Kazumi Ikemoto,
Liz Sharek,
K-POP!,
Athos Faccincani & by Josè Molina,
Christian Louboutin,
Dodit Artawan,
Law Man Lok,
CHOW Chian-chiu and CHOW Leung Chen-ying,周千秋
,梁粲纓伉儷
Wang Gang,
Movana Chen,陳麗雲
Dominic Yip,
Fanny Sit,
Panwa,
Siu Dip,
Ryan Woo,
Dominic Kwan,
Louisa Lee,
Cheri Chung,
Vivian Au,
Annie Sin,
Tammy Chan,
Jackson Ng,
Leo Pang,
Gigi Chung,
Dora Chung,
Juddie Lam,
Toby Mak,
Wing Tam,
Rachel Lam,
Winnie Tong,
Peter Pang,
Natalis Wong,
Keenson Tsui,
Willy Lam,
Elliot Ng,
Dmitry Schurbin,
Larry Bell,拉里‧貝爾
Tang Ying Chi and others,鄧凝姿
Lin Haizhong,林海鐘
Yau Wing Fung,
Ngan Yu Ting,
Kong Yuen Ying,
Fung Wan Ching,
Yu Yan Yan,
Sham Wing Yau,
Pang Lai Wing,
Fung Hoi Shan,
Lau Ka Man,
Mok Pui Yu,
Brandon Chan,陳百堅
Bigsoil,大泥
Kongkee,江記
Rainbow Leung,李香蘭
Beavis Yu,余遠鍠
Sushan Chan,陳素珊
Zhu Jingyi,
Annie Wan Lai-Kuen,
Yang Fei,
Xenia Hausner,
Kent Keong,
,黃岳東
,賴恩慈
,陳的
,韋羅莎
,參與表達藝術小組的喪親兒童
Christie Yung-Hei CHAN,陳雍希
Liu Hong,
Jolans Fung,
CAO Xiaoyang,曹曉陽
LEUNG Kui-Ting,梁巨廷
LIN Haizhong,林海鐘
LIU Guosong,劉國松
QIU Shihua,邱世華
SHEN Aiqi,沈愛其
ANG Dongling,王冬齡
Wucius WONG,王無邪
XU Longsen,徐龍森
QIU Shiming,裘世明
LUO Haiming,駱海銘
MAKOTO AIDA,
Mao Xuhui,毛旭輝
Agha Shahid Ali,
Maria Thereza Alves,
Bagyi Aung Soe,
Adam Bobbette,
Giovanni Botero,
Francisco Camacho,
Sumangala Damodaran,
Teboho Edkins,
Toru Hanai,
Harry Harrison,
Karta Singh Healy,
Zarina Hashmi,
Ho Tzu Nyen,
Kwan Sheung-chi,
MAP Office,
Naeem Mohaiemen,
Tom Molloy,
Erbossyn Meldibekov,
Wong Hoy Cheong,
Robert Zhao,
Zhou Tiehai,
Hosook Kang,
Hassan Massoudy,
Golnaz Fathi,
Au Hoi Lam (Hong Kong),
Song Dong (Mainland China),
Nilo Ilarde (The Philippines),
Shin il Kim (South Korea),
Young Rim Lee (South Korea),
Mee Ai Om (South Korea,
Hong Kong),
Jeremy Sharma (Singapore),
Kishio Suga (Japan),
Tang Kwok Hin (Hong Kong),
Maria Taniguchi (The Philippines),
Ian Woo (Singapore),
Tintin Wulia (Australia,
Indonesia),
Ringo Bunoan (The Philippines),
Masanori Handa (Japan),
FX Harsono (Indonesia),
Ng Joon Kiat (Singapore),
Nipan Oranniwesna (Thailand),
Bernardo Pacquing (The Philippines),
Milenko Prvacki (Singapore),
Grace Tan (Singapore),
Yu Ji (Mainland China),
Zhao Zhao (Mainland China),
Martin Parr,馬田·帕爾
Marty St.James,
TAI Wun-ting Wendy,戴媛婷
TAI WUN-TING WENDY,戴媛婷
Michael Wolf,
Almond Chu,
Vincent Yu,
Cai Jun,
Liew Choong Ching,
Arnold Chang,張洪
Koon Wai Bong,管偉邦
Li Huayi,李華弌
Liu Dan,劉丹
Luo Jianwu,羅建武
Master of the Water Pine and Stone Retreat,水松石山房主人
Ou Da Wei,區大為
Tai Xiangzhou,泰祥洲
,高畑早苗
Michael Craig-Martin,米高•克雷格-馬丁
Barbara Choi and Cassandra Lau,蔡德怡
,劉寶欣
,高偉剛
,任芷田
,李易紋
,林科
,胡為一
Annie Wan,尹麗娟，葉建邦
Elvis Yip,查映嵐
Evelyn Char,吳家俊
Hei Ng,馬琼珠
Ian Chung,鍾正
Ivy Ma,張景威
Mark Chung,鍾惠恩
Reds Cheung,
Wang Huangsheng,
Liang Quan,
Cao Jigang,
Liu Guofu,
Lin Guocheng,
Zhu Jianzhong,
Wang Shuye,
Miquel Barceló,
A Constructed World,
Nadim Abbas,
Allora & Calzadilla,
Ang Song Ming,
Ivan Argote,
Bik Van der Pol,
Pierre Bismuth,
John Cage,
Chen Zhen,
Chu Yun,
Ceal Floyer,
Aurélien Froment,
Felix Gonzalez-Torres,
Douglas Gordon,
Minja Gu,
Sharon Hayes,
Ho Rui An,
Ho Sin Tung,
Tim Etchells & Vlatka Horvat,
On Kawara,
Patrick Killoran,
Kwan Sheung Chi,
Nicolás Lamas,
Lee Kit,
Michael Lee,
Lucas Lenglet,
Gabriel Lester,
Marysia Lewandowska,
Charles Lim,
Katarina Löfström,
Anthony Marcellini,
Ahmet Ögüt & Cevdet Erek,
Patricia Reed,
Willem de Rooij,
Praneet Soi,
Nasrin Tabatabai & Babak Afrassiabi,
Koki Tanaka,
Narcisse Tordoir,
Freek Wambacq,
Leung Chi Wo + Sara Wong,
Magdalen Wong,
Adrian Wong,
Haegue Yang,
Trevor Yeung,
Johan Zetterquist,
Qiu Shengxian,
JEAN-MICHEL OTHONIEL,
HUNG Fai,熊輝
Yuet Mei Lo,羅月眉
Amy Leung,
Andy Ching,
Butterfly Cheung,
Eric Li,
Ianthe Kwan,
Sherry Lei,
Tammy Chiew,
Winnie Yue,
Shen Jing Dong,沈敬東
Ren Hang,
Li Lang,
Flora Yu,小花
Jae Hyun Lim,林宰賢
Li Zi,
Fung Kai-hung,馮啟雄及楊佩成
Gary Yeoh,
Nashun Nashunbatu,那順巴圖
Liu Kuo Sung,劉國松
Chan Kwan Lap,陳君立
Leung Tung Choi,楊國芬
Yeung Kwok Fan,
Barbara Nicoli,
Natalie Silva,
Benoit Broîsat,
Yu-Cheng Chou,
Tyler Coburn,
Chitti Kasemkitvatana,
Cassandra Lau,
Uku Chan,
ArMe Chan,
Chihoi,智海
Yuji Honbori,
Mark Bradford,馬克‧布拉德福德
Gretchen Albrecht,
Brian Brake,
Terry Stringer,
Jeremy Everett,傑里米 ‧ 埃弗雷特
Takeru Amano,
Huang Yulong,黃玉龍
Tang-Wei Hsu,許唐瑋
Nicolay Prokopenko,
SHOGO KISHINO,
YIN Xin,
Steven Kwok,郭嘉賢
Yuki Aruga,
Lai Ming Chu,賴明珠
Elva,張施烈
Cheung Sze Lit,
Paul Yeung,張康生
Enoch Cheung,楊德銘
Rachael Cheung,張煒詩
Wan Chiu,趙紫瑩
Siumou Chow,周小某
Wing Kei Chung,鍾詠琪
Jayne Dyer,珍．戴爾
On-Tsun Fung,馮安浚
Sharon Lee,李卓媛
Cucumber Leung,梁淑莊
Iris Lo,盧卓妍
Tiana Wong,黃天盈
Bobby Yu,余淑培
eggwich,蛋誌
Sciouspace,香港知專設計學院視覺藝術系學員
HKDI visual art students,
Carlos Aguirre,
Chiu Kee (Mr. and Mrs Lam),超記林超夫婦
Winus Lee,李綺薇及劉蒨雯和廖慧容
Vicky Lau,
Kathy Liu,
Xia Jianqiang,夏健強
Li Yongwen,李永文
TLC,TLC創作兵團
Colan Ho,何家超
Mak Siu-fung,麥少峰
Chi Kit Kwong,鄺志傑
Alex Heung,香建峰
Chapman Tse,Chapman Tse
,The project features photographic works of 35 artists from China and around the world discoursing about China in the last 25 years. It is about China’s infrastructural space and its associative
,psychological space
,and about utopian space and its heterotopias
,dystopian space.
,白雙全
,徐坦
,洪浩
,蒼鑫
,戴光鬱
,崔岫聞
,楊志超
,盧婉雯
,Gerard Lang
,蔣志
,達達
,姚瑞中
,李銳奮
,倪衛華
,邵逸農
,顏磊
,汪建偉
,王南溟
,曾途
,Sarawut Chutiwongpeti
,Laurent Dequick
,吳文正
,馮文耀
,朱迅等
Pablo Picasso,畢加索
Andy Warhol,安迪沃荷
Araki Nobuyoshi,荒木經惟
Walasse Ting,丁雄泉
Paulina Olowska,
Petr Tatarnikov,
Vyacheslav Mikhailov,
LEONARDO DREW,
QIN YUFEN,
BEN QUILTY,
Leung Mee Ping,梁美萍
Carol Tsang,陳桂梅
Veron Sung,阿V
Nina Miller Collection,蓮娜·米勒藏品
Chu Teh-Chun,
Lin Fengmian,
Pan Yuliang,
Sanyu,
T’ang Haywen,
Wu Dayu,
Wu Guanzhong,
Wu Zouren,
Xiong Bingming,
Xu Beihong,
Yun Gee,
Zao Wou-Ki,
Udomsak Krisanamis,
Faiyaz Jafri,
Flora Chow,胡浚諺
Lui Wa,呂華
Sung Ka Yan,周雅晶
Wu Chun Yin,宋嘉恩
Evgenia Knyazeva (Russian),Evgenia Knyazeva（俄羅斯）
Dmitry Timofeev (Russian),Dmitry Timofeev（俄羅斯）
John Harmon (Australian),John Harmon（澳洲），Grayson Vario（澳洲）
Grayson Vario (Australian),
So Tsz Yau,
Ahmad Zakii Anwar,
Arthur Chan,
Sim Chan,
Gonkar Gyatso,貢嘎嘉措
Prodip Leung,梁偉庭
SSE Project,SSE Project
Antoinette Wysocki,
China: Ai Weiwei,
Fang Lijun,
Feng Mengbo,
Gu Wenda,
He An,
Hung Tung-Lu,
Inga Svala Thórsdóttir,
Michael Lin,
Liu Dahong,
Luis Chan,
Made in Company (Xu Zhen),
Qiu Anxiong,
Qiu Qijing,
Sui Jianguo,
Tsang Kin-Wah,
Tseng Kwong-Chi,
Wang Guangyi,
Wang Xingwei,
Wang Ziwei,
Wu Junyong,
Wu Shanzhuan,
Zeng Fanzhi,
Zhang Peili,
Zheng Guogu and Zhou Tiehai.,
Taiwan: Chang Tsung-Hsun,
Chen Yi-Chieh (Agi Chen),
Hou Chun-Ming,
Mei Dean-E,
Wu Tien-Chang,
Yao Jui Chung and Yeh Wei-Li,
UK: Glenn Brown,
Michael Craig-Martin,
Tim Head,
Gary Hume,
Linder,
David Mach,
Lisa Milroy,
Paul Morrison,
Julian Opie,
Marc Quinn,
Michael Sandle,
Yinka Shonibare,
Gavin Turk,
Rachel Whiteread,
Bill Woodrow and Richard Woods.,
US: Daniel Arsham,
Jean-Michel Basquiat,
Ashley Bickerton,
Mike Bidlo,
Robert Gober,
Peter Halley,
Keith Haring,
Jenny Holzer,
Clay Ketter,
Jeff Koons,
Sherrie Levine,
Paul McCarthy,
Richard Prince,
Tom Sachs,
Andres Serrano,
Cindy Sherman,
Mickalene Thomas and Jonas Wood.,
Former Soviet Union: AES +F,
Blue Noses Group,
Grisha Bruskin,
Eric Bulatov,
Vladimir Dubossarsky,
Rimma Gerlovin,
Valery Gerlovin,
PG Group,
Emilia Kabakov,
Ilya Kabakov,
Zhanna Kadyrova,
Alexey Kallima,
Vitaly Komar,
Irina Korina,
Alexander Kosolapov,
Vladimir Kozhin,
Oleg Kulik,
Rotislav Lebedev,
Vladislav Mamyshev-Monroe,
Inspection Medical Hermeneutics,
Alexander Melamid,
Irina Nakhova,
Anton Olshvang,
Anatoly Osmolovsky,
Boris Orlov,
Pavel Pepperstein,
George Pusenkoff,
Recycle,
Oleg Tselkov,
Tsvetkov,
Aidan Salakhova,
Alexander Shekhovtsev,
Sergey Shutov,
Leonid Sokov and Alexander Vinogradov,
Carol Archer,勵志與安娜•古安烈
in collaboration with five Australian artist-friends: Anna Couani,莉安•芙樂
Loene Furler,客遠文
Kit Kelen,維吉尼亞•夏普特
Virginia Shepherd and Sue Rawlinson,蘇怡•羅玲臣等五位澳洲藝術家的協作繪畫作品
Chung Mark,
Lau Po Yan,
Ma On Yee,
Sum Wing Kiu,
CCC Kei Long College,中華基督教會基朗中學
SKH Tsoi Kung Po Secondary School,聖公會蔡功譜中學
TWGHs Li Ka Shing College,東華三院李嘉誠中學
Society of Boys Centres Chak Yan Centre School,香港扶幼會則仁中心學校
Cao Na and Cheng Yuyang,
Irene Dubrovsky,
Lin Jingjing,林菁菁
,李惠珍
,Stella So
,李香蘭
,雪晴等
Sheila Rock,
Chan Kiwi,陳家蔚
Chan Wing Sing & Tse Chun Sing,陳榮聲
,謝振聲
Qin Feng,秦風
Philipp Engelhorn,
Jeremy Begbie,謝洛美·貝格比
Makoto Fujimura,藤村 真
Bruce Herman,布魯斯·夏爾文
Christopher Theofanidis,基斯杜夫·狄奧范尼迪斯
Om Mee Ai,
JOE BLACK,
Martin Cheung,張震揚
Topaz Leung,梁詠珊
Liu Kuo-sung,劉國松
Victor Wong,
Mac Mak,
Bambi Lam,
Apple Wong,
David Jasper Wong,
Alan Kwan,
Kelvin Lee,
Zoie So,
Jeffrey Shaw,
Sinan Goo,
Tamas Waliczky,
Simon Wan and Albert Yu,
Hannes Böck,Hannes Böck
Thomas Weber Carlsen & Jan Krogsgaard,Thomas Weber Carlsen & Jan Krogsgaard
Sylvia Eckermann & Gerald Nestler,Sylvia Eckermann & Gerald Nestler
Johann Neumeister,Johann Neumeister
Moritz Neumüller,Moritz Neumüller
Audrey Salmon,Audrey Salmon
Bernhard Staudinger,Bernhard Staudinger
Sylvia Winkler & Stephan Köperl,Sylvia Winkler & Stephan Köperl
Heimo Wallner,Heimo Wallner
Allan Au,Allan Au
Franz Amann,Franz Amann
Anna Hofbauer,Anna Hofbauer
Ralo Mayer,Ralo Mayer
Rainer Prohaska,Rainer Prohaska
Gerlind Zeilner,Gerlind Zeilner
Lukas Birk,Lukas Birk
Karel Dudesek,Karel Dudesek
Georg Frauenschuh,Georg Frauenschuh
Tina Hochkogler,Tina Hochkogler
Heimo Lattner,Heimo Lattner
Thomas Pakull,Thomas Pakull
Anton Petz,Anton Petz
Ida & Bianca Regl,Ida & Bianca Regl
Roswitha Weingrill,Roswitha Weingrill
Andrea Witzmann,Andrea Witzmann
Christian Schwarzwald,Christian Schwarzwald
Gao Zengli,
Julieta Aguinaco,Julieta Aguinaco
Dulguun Baatarsukh,Dulguun Baatarsukh
Zigaor Barayazarra,Zigaor Barayazarra
Francesco Bertele,Francesco Bertele
Chris Bierl,Chris Bierl
Hannan Benamar,Hannan Benamar
Heath Bunting,Heath Bunting
Laura Cooper. Badam Dashdondog,Laura Cooper. Badam Dashdondog
Batkholboo Dugarsuren,Batkholboo Dugarsuren
Esther Kokmeijer,Esther Kokmeijer
Kris Lemsalu,Kris Lemsalu
Jan Moszumanski,Jan Moszumanski
Heini Nieminen,Heini Nieminen
Claire Pentecost,Claire Pentecost
Tamir Purev,Tamir Purev
Mark Schmitz,Mark Schmitz
Max H. Schmeider,Max H. Schmeider
Dolgor Ser-Od,Dolgor Ser-Od
Ganzug Sedbazar,Ganzug Sedbazar
Michal Smandek,Michal Smandek
Hermione Spriggs,Hermione Spriggs
Kinez Riza,Kinez Riza
Wai Wai,Wai Wai
Frank Burbach,
The Chinese Government from 1950s to 1990s,
Cheng Mei Lung,
Ho Hang Yi,
Leung Ching Mei,
Leung Hong Pok,
Rick Swain,李塑
Simone Boon,
Lu Shou-kun,
Wucius Wong and Kan Tai-keung,
Rona Hu,胡蓉
Rudolf Stingel,
Li Xin,
Hanison LAU Hok Shing,劉學成
Wucius Wong,王無邪
Wang Qiu Tong,王秋童
Wong Hau Kwei,黃孝逵
Shen Ping,沈平
Hung Hoi,熊海
The Master Kong Quarterly,
Scotty So,
Luke CHING,程展緯
Bernar Venet,
Daido Moriyama,
Eiffel Chong,
Pang Jiun,
Pang Jiun,龎均
Sebastião Salgado,
Hong Wai,洪慧
Jitti Jumnianwai & Anchana Chareapapron,
Kos Cos,
Connie Leung,梁佩韻
Julia Mak,麥淑芳
Margaret Wong,黃燕華
Nicole Lew,繆愛善
Shirley Lee,李雪麗
Teresa Lee,李皓華
Vicki Chung,鍾碧玉
Li Hongbo,李洪波
Dylan DeRose,Dylan DeRose
Edward Dowsett,Edward Dowsett
LAM Hoi-sin,林愷倩
MAK Ying-tung and Eason Page,麥影彤
,曾家偉
Shan Shan Sheng,盛姍姍
,上海畫家：汪觀清
,唐逸覽
,陳世中
,蔡天雄
,仇德樹
,車鵬飛
,陳鶴良
,樂震文
,陳麗麗
,香港畫家：陳成球
,陳澤輝
,杜之外
,馮永基
,管偉邦
,黃惠強
,簡志雄
,靳埭強
,派瑞芬
,澳門畫家：蔡國傑
,陳兆鵬
,關權昌
,黃鳳文
,黃開祿
,黃  南
,梁晚年
,梁煜輝
,李惠華
,林健恩
,劉富業
,麥光榮
,繆鵬飛
,沙劍郎
,譚植桓
,吳佰如
,謝  舸
,楊大名
,楊小寧
,葉又嘉
,袁之欽
,曾國明
,趙維富
Eastman Cheng,鄭淑宜
Joey Leung,梁嘉賢
Li Gang,李綱
Qin Chong,秦冲
,曾翠薇
,潘蔚然
Catherine Grossrieder,
Dylan DeRose,
Lio Yeung,
Rebecca Hon,韓雁
Tomokazu Matsuyama,松山智一
Elaine Liu,廖綺玲
Mai-Thu Perret,
Leung Chi Wo,梁志和
PHAM AN HAI,
Jimmy Lau Chi-lun,劉智倫
Stephanie Sin,冼朗兒
Gill Rocca,
SOPHIE CALLE,蘇菲•卡爾
Rosanna Li Wei Han,
Gina Jones,
Chen Sai Hua Kuan,陳賽華灌
Jizi,
Lan Zhenghui,
Su Xinping,
Xia Xiaowan,
Xu Bing,
,齊白石
,徐悲鴻
,張大千
,林風眠
,傅抱石及李可染
Jeeyoung Lee,李知盈
Samson Young,
Antony Gormley,安東尼‧葛姆雷
Stephen Wong,黃進曦
Tang Ying Chi,
San Chiu Yan,
Konstantin Bessmertny,
Ben Quilty,
Mary Chin,錢明娣
Students of The Hong Kong Polytechnic University School of Design,
local designers,
Ng Yu Sai,吳羽茜
Mok Hiu Tung & Liu Mankun,莫曉彤
,劉曼堃
Su Xiaobai,蘇笑柏
Jesse McLin,
GAO Weigang,高伟刚
JIN Shan,金闪
WANG Gongxin,王功新
WANG Ningde,王宁德
ZHAO Gang,赵刚
ZHOU Yilun,周轶伦
Jacques Pellegrin,
Jessi Wong,
Terri Brooks,
Kris Coad,
Sun Xun,孫遜
Makoto Tanijiri,
Ai Yoshida,
Joshua Yeldham,
Sara Atzmon,薩拉•阿玆曼
Kwong Wing-kwan,
Frank Tang Kai-yiu,
Martin Wehmer,馬丁·韋默爾
Apple Wong Hiu Fung,
Xu Jian Liang,徐堅良
Xu Kuang Da,徐曠達
Zhang Peng,張鵬
Wang Liang,王亮
Cui Quan Shun,崔全順
You Jiang Bin,游江濱
Yang Ye,楊野
Zheng G,鄭廣信
,關宏臣
,呂子揚
Au Shek-yan,區碩茵
Cao Fei,曹斐
Luis Chan,陳福善
Chien-Chi Chang,張乾琦
Eileen Chang,張愛玲
Irene Chou,周綠雲
Choy Ka Fai + Rianto,徐家輝 + Rianto
Chu Hing Wah,朱興華
Hon Chi-fun,韓志勳
Ines Doujak,Ines Doujak
Richard Fung,Richard Fung
Petula Ho Sik-ying,何式凝
Hou Chun-Ming,侯俊明
Katrien Jacobs,Katrien Jacobs
Eisa Jocson,Eisa Jocson
William E. Jones,William E. Jones
Meiro Koizumi,小泉明朗
Agung Kurniawan,Agung Kurniawan
Lam Hoi-sin,林愷倩
Isaac Leung,梁學彬
Ma Jir-Bo,馬家寶
Antonio Mak,麥顯揚
Nguan,Nguan
Nguyen Tan Hoang,Nguyen Tan Hoang
Erkka Nissinen,Erkka Nissinen
Hélio Oiticica,Hélio Oiticica
Willem de Rooij,Willem de Rooij
Roee Rosen,Roee Rosen
Angela Su,徐世琪
Hito Steyerl,Hito Steyerl
Wong Wai-yim,黃懷琰
Danh Vo,Danh Vo
William Yang,William Yang
Yau Ching,游靜
Ricky Yeung Sau-churk,楊秀卓
Zhou Tao,周滔
JANET ANN HAYNES,JANET ANN HAYNES
許建生,HUI KIN SANG WINNIE
黃婉湄,WONG YUEN MEE ELSA
ADRIAN PHILIP CORKE,ADRIAN PHILIP CORKE
陳穎昭,CHAN WING CHIU MICHELLE
李景民,LEE KING MAN LAURANCE
吳國凝,NG KWOK YING ISABELLA
LEON BAKST,
ALEXANDER BENOIS,
SERGEI DIAGHILEV,
KONSTANTIN SOMOV,
BORIS KUSTODIEV,
NIKOLAI ROERICH,
VALENTIN SEROV,
NATALIA GONCHAROVA,
ALEXANDER YAKOVLEV and DIMITRY BOUCHENE,
KONSTANTIN KOROVIN,
MARC CHAGALL,
ROBERT FALK and ISAAK BRODSKY,
Poonam Jain,
Chen Lianqing,陳聯慶
,何頴姿
,莫曉彤
,黃楚翹
,黃珮玲
,張小黎
,邱榮豐
,陳鈞樂
,吳其珈
Zhu Qizhan,朱屺瞻
Michelle Chan,Michelle Chan
Karen Choi,Karen Choi
Irene Flanhardt,Irene Flanhardt
Carol Lee,Carol Lee
Calvin Sit,Calvin Sit
Marissa Reyes,Marissa Reyes
Jimmy Tsang,Jimmy Tsang
Jeanie Leung,梁媛媛
Pio ABAD,Pio ABAD，Poklong ANADING，Mariano CHING，Christina DY，Gary-Ross PASTRANA和Maria TANIGUCHI
Poklong ANADING,
Mariano CHING,
Christina DY,
Gary-Ross PASTRANA,
Maria TANIGUCHI,
Maleonn,馬良
T'ang Haywen,曾海文
BI Jianye,毕建业
LIU Xiaohui,刘晓辉
Putu Sutawijaya,
Law Yin Mei,羅燕媚
Onna Yeung,楊安娜
Josphine Lui and Molly Lun,雷康寧
,倫訟文
Ho Siu-kee,
Leung Wing-hong,
Angela Su,
Tung Wing Hong and Wong Wai-yee,
LAI Yat Nam,賴憶南
Sin Wai-chi,冼慧芝
Lai Wing-ki,黎穎琪
Koon Tak-kwan,管德鈞
David Chancellor,
Samee Sam,
,周俊輝
,蘇慶強
,曾建華
,王無邪
Hamra Abbas,
Zahoor ul Akhlaq,
Fahd Burki,
Ayesha Jatoi,
Ali Kazim,
Rashid Rana,
Lala Rukh,
Sara Salman,
Anwar Jalal Shemza,
Iqra Tanveer,
Cai Jinwei,
Fabienne Verdier,法比恩 • 維迪爾
Peter Panyoczki,
Udo Nöger,
Daphne Alexis Ho,何居怡
Elmgreen & Dragset,
Christodoulos Panayiotou,
Philip Wiegard,
Chen Qiji,幺哥
Xia Yan,夏炎
Shi Pi,石羆
Li Dapeng,李大鵬
Wu Hao,吳昊
Dong Zheng,董重
Gu Xu,谷旭
Chen Shunlong,陳順龍
Zhou Hang,周行
Li Jianfeng,李劍鋒
Xiong Kanghua,熊康華
Ding Kai,丁凱
Zheng Qian,鄭遷
Gao Deqiang,高德強
Zhang Ruoyun,張若雲
Yu Cuimin,余萃敏
Gong Lei,龔雷
Shi Jiling,石金玲
TK Chan,陳紫君
Annie Wan,
Lukas Tam,
Trevor Yeung and Casper Chan,
Chng Seok Tin (Singapore),莊心珍(新加坡)
Chew Min Li(Singapore),Chew Min Li (新加坡)
Erina Iwasaki(Japan),岩崎絵梨奈(日本)
Kao Hsiou-hui (Taiwan),高秀慧(台灣)
Hong Kong Society for the Blind,香港盲人輔導會香港賽馬會社區資助計劃 - 視障兒童家長資源中心
The Hong Kong Jockey Club Community Project Grant: Parents Resource Centre For Visually Impaired Children,路德會石硤尾失明者中心
Shek Kip Mei Lutheran Centre for the Blind Hong Kong Lutheran Social Service,救世軍恆安綜合職業服務
The Salvation Army Heng On Integrated Vocational Rehabilitation Service,風盒子社區藝術發展協會
Artistry of Wind Box Community Development Association,東華三院服務使用者及社區人士
Service Users of Tung Wah Group of Hospitals  And Community Members,聖瑪加利男女英文中小學中三學生
S3 students of St. Margaret's Co-educational English Secondary and Primary School,新生精神康復會服務使用者
Service Users of New Life Psychiatric Rehabilitation Association,香港基督教青年會長沙灣中心多元文化融滙網絡會員
Future Artist,BY Y.B. Expostore
YMCA of HK,鄭錦校
BY Y.B. Expostore,朱達誠
Cheng Kam Hau,G. Price
Kamie,Hannah van Geest
Chu Tat Shing,黃曼玲
G. Price,高便蓮
Hannah van Geest,廖東梅
Irene Flanhardt,盧業能
Ko Bin Lin,陳裕君
Liu Tung Mui,劉志強
Lo Yip Nang,趙愛萍
Chan Yu Kwan,蕭耀翔
Yukko,楊秀卓
Steve Lau &Olga Chew,三木
Reggae Siu,陳式森
Yeung Sau Churk,溫毅明
Ricky,陳復
Sammu Chen,梁韻妍
Steward Wan,
Frank Chan,
Ingrid Leung,
Jeff Widener,Jeff Widener
Yumi Masuda,
,胡蓉
Nobuyoshi Araki,荒木経惟
Gaylord Chan,陳餘生
Evan Wu,
Sara Tse,謝淑婷
DAMIEN HIRST,
JULIAN OPIE,
PABLO PICASSO,
PIERRE-AUGUSTE RENOIR,
AUGUSTE RODIN,
Cherie Chung,鍾楚紅
Toby Ziegler,
Sri Astari,
Christine Ay Tjoe,
Beni Sasmito aka Benzig,
Agung Kurniawan Maryanto,
Wiyoga Muhardanto,
Eko Nugroho,
Mujahidin Nurrahman J.Ariadithya Pramuhendra,
Albert Yonathan Setyawan,
Arin Dwiharthanto Sunaryo,
Melati Suryodarmo,
Agus Suwage,
Ucup Taring Padi,
Ugo Untoro,
Entang Wiharso,
Bambang 'Toko' Witjaksono,
Toshio Saeki,佐伯俊男
Lam Laam,林嵐
thecaveworkshop,thecaveworkshop
Ware,Ware
Ma Shuqing,馬樹青
Law Hon Wah,羅漢華
Jonathan Law,羅嘉昌
Naman Mok,莫俊耀
Tong Cheung Chi Hang,張志恒
WONG Yee-ki,黃綺琪
Song Hyeong-Noh,
CHAK WAI LEUNG,翟偉良
CHUNG MAN LURK,鍾文略
KAN HING FOOK,簡慶褔
ALFRED KO,高志強
LAU CHING PING,劉清平
LEE KA SING,李家昇
LEONG KA TAI,梁家泰
MAK FUNG,麥烽
TCHAN FOU LI,陳復禮
HOLLY LEE,黃楚喬
BLUES WONG KAI YU,黃啟裕
LEO K.K. WONG,黃貴權
WONG WO BIK,王禾璧
YAU LEUNG,邱良
VINCENT YU WAI KIN,余偉建
AN GE,安哥
BAO KUN,鮑昆
GU ZHENG,顧錚
HE YANGUANG,賀延光
HEI MING,黑明
HU WUGONG,胡武功
LI JIEJUN,李潔軍
LIU YANG,劉陽
LIU ZHENG,劉錚
LU YUANMIN,陸元敏
MO YI,莫毅
RONGRONG,榮榮
WANG MIAO,王苗
WANG WENLAN,王文瀾
YONG HE,雍和
Phaneendra Nath,
Chaturvedi,
Ravi Mandlik,
Sunil Padwal,
Seema Kohli,
Sujata Achrekar,
AES+F,
Dale Frank,
Andy Wauman,
Yuichi Sugai,
Michael Joo,
Tiana Wong,
Iris Lo,
Alinen Cat,
Siumou Chow,
Jink Hung,
Carmen Tsang,
Fato Leung,
Tam Hing Kai,譚慶楷
Ling Lai and Norman de Brackinghe,
Tseng Kwong Chi,曾廣智
Cao Xiaoyang,曹曉陽
ANOTHERMOUNTAINMAN,又一山人
ALMOND CHU,朱德華
NG SAI KIT,吳世傑
LEO K. K. WONG,黃貴權
MARTIN CHEUNG & TOPAZ LEUNG,張震揚及梁詠珊
JOSEPH FUNG,馮漢紀
RINGO TANG,鄧鉅榮
VINCENT YU,余偉建
Gao Jianfu,高劍父
Lui Shou-kwan,呂壽琨
Kate Shaw,
Maria Isabel Parra,
Claire Lee,李美蓮
Klara Kristalova,
Alex Prager,
Erwin Wurm,
Bo Yun,薄雲
Chu Tat Shing,朱達誠
Lee Chi Cheung,李志章
Danny Li Wan Fai,李運輝
Maria Lobo,Maria Lobo
Joey Leung,
Nadim Abbas (Hong Kong),唐納天（香港）
Allora (US) & Calzadilla (Cuba),阿洛拉（美國）與卡爾薩迪利亞（古巴）
Ang Song Ming (Singapore),洪松明（新加坡）
Araki Nobuyoshi (Japan),荒木經惟（日本）
Masaya Chiba (Japan),千葉正也（日本）
Jiang Zhi (China),蔣志（中國）
Maya Kramer (US),馬雅．柯拉瑪（美國）
Boris Mikhailov (Ukraine),波利斯．米凱洛夫（烏克蘭）
