Name
悲劇／正劇
張銘耀
陳慧
黃懿雯
鄧智堅
韋羅莎
張學良
歐珮瑩
馬嘉儀
王偉強
李珮鍶
梁業成
張詠婷
何珮姍
張曉彤
楊子欣
劉天明
Joyce Ma
一路青空
陳玉蘭
舒志義
廖佩芳
香港教育劇場論壇
樂施會
喜劇／鬧劇
鍾景輝
歐尼斯特．湯普森|（Ernest Thompson）
馮祿德
張可堅
李司棋
馮蔚衡
古天農
蔡澤民
劉錫賢
李浩賢
陳緻諾
余振球
溫迪倫
呂偉基
黃智強
陳明朗
香港戲劇協會
康樂及文化事務署
林澤群
Frankie Ho
陸昕
何靜茹
利湛求
蕭健邦
徐碩朋
鄧煒培
馬永齡
梁健棠
樊國雄
盧榮
Donald Chiu
Zee Li
林澤群實現劇場
喜劇
詹瑞文
鄭慧蘭
曾詩麗
鄺國文
陳友榮
馮海林
戴偉
花*靚clan
張學潤
Marco Chu
黃志偉
PIP劇場
曾文烽
林穎芝
何善行
楊雅餘
黃永強
馬文強
何佩祺
張秀紋
楊穎雯
張樂怡
周彩盈
葉倩瑜
田至成
楊珀麟
柯恩鴻
潘思維
張嘉麟
陳信彥
邱梓龍
霍芷晞
黃曉晴
老卓瑜
游曉楓
陳卓稀
謝翰霖
張健恩
潘家豪
李蘭健
蔡顯生
Rhapsody Infinity 3rd movement
救命劇團
劉俊軒
劉鎧瀠
李倩宜
阮嘉燕
蕭詠之
金翠銘
鄒裕珠
張海欣
鄺鈺萍
余承智
孫振宇
謝梓揚
蘇智鑫
冼文傑
黎翰林
郭雅穎
林泳怡
顧燕鈴
陳基惠
Donald Margulies
江汝琳
冼振東
林尚德
李景昌
陳錦龍
馮兆珊
黃劍冰
黃碧芬
陳小恩
張力行
歐陽翰奇
任碧琪
何紀賢
創典舞台
鄧偉傑
Ferdinand Bruckner
周潁榆
林子傑
梁浩邦
梁天尺
陳栩炘
張君洳
譚芷翎
劉亭君
黃韋樂
譚孔文
鄧彥邦
同流
鄧世昌
柯嘉琪
梁子峰
洪雅林
余岱羚
李嘉雯
陳詠杰
李健偉
黑目鳥劇團
龍文康
關頌陽
林俊浩
黎浩然
薛海暉
梁頴智
溫玉茹
王君傑
詹文龍
邵偉敏
黎智勇
溫俊詩
陳潔玲
林沛力
黃詠詩
7A班戲劇組
潘惠森
陳曙曦
薛卓朗教授
元輝
陳瑋聰
許晉邦
杜曉彤
曹越
王嘉慧
黃翰貞
周詠恩
劉俊謙
張翼東
潘振濠
李施賢
張惠婷
張仲珩
符一中
賴妙芝
羅兆鏵
馮展龍
余逢傑
香港演藝學院戲劇學院
香港演藝學院
蔡錫昌
莎士比亞
張慧蓮
杜施聰
黃美芬
陳永泉
鄭兆庭
梁遠光
張惠儀
李衛民
黃伸強
袁玉英
香港戲劇工程
李宛虹
陳衍龍
梁智培
黃俊達
黃潔芬
梁皓貽
孫志鴻
卓銘達
林展豪
吳佩珊
曾兆霖
冼俊傑
梁銘傑
陳巧怡
張錦衡
陳博豐
孫麗萍
范進鵬
力一劇作
張飛帆
歐陽嘉燕
陳佩芝
鄧健泓
譚偉權
黃曉暉
林子幸
陳慧仙
郭麗詩
黃華
黃駿
葉家璇
姜達雲
楚城
梁艾菲
盧可恩
錢斯銘
黎宛姍
許嘉傑
黃子洋
盧聖
黃國輝
陸嘉琪
谷倩華
屠閏生
吳君輝
溫志豪
黃靖閒
翁靖博
王軒諾
陳敬森
朱澄如
袁佩瑩
嚴俊彥
范騏韜
賀富龍
林宇華
潘兆如
李煥恆
廖家輝
范志恆
陳婉婷
陳熾權
李樂勤
陳家俊
朱嘉敬
梁思毅
張婉珊
葉海賢
吳家詠
陳俊恩
工蜂劇團
Bernard Pomerance
盧智燊
盧俊豪
葉進
林沛濂
吳家良
胡麗英
王曉怡
郭翠怡
袁富華
林鎮威
郭嘉熹
張志敏
阮韻珊
高少敏
傅月美
鍾一鳴
陳秀孄
劉漢華
曾以德
阮漢威
鄺雅麗
黃譜誠
簡嘉明
董子蓉
中英劇團
鄭鳳玲
陳美嬋
莫昭如
陳振權
何皓斐
黎軒宇
庾春鳳
黎銥婷
練少群
梁依倩
岑浩勤
胡民輝
劉銘鏗
盧琪茵
K's MakeUp Artist Team
黃玉明
JUST Education Services Organisation
社區文化發展中心
朱丹娜
鄭穎臻
KEY
吳惠娥
張瑩瑩
鄧穎鐳
范倩晴
馮穎茵
阿文
靜靜
安安
文迪
珠姐
阿黃
陳焯威
卓柏麟
鄭秋文
尹偉程
郭麗敏
吳志華
Janet Yu
蘇刀武
陳重因
蘇志友
溫新康
甄泳然
Shirley Lee
Metro-HoliK Studio
李銘森
利永錫
陳令宜
黃靜文
李馬弟
陳炳釗
馮程程
黎蘊賢
胡智健
陳美心
成博民
胡俊謙
林慶麟
Mousey
PAL PAL
鄭恩傑
前進進戲劇工作坊
莎拉．肯恩 Sarah Kane
李鎮洲
鄭綺釵
陳淑儀
梁雅慈
陳冠而
陳偉發
甄拔濤
蔡運華
黃衍仁
馬嘉裕
鄧暢為
丁美森
戴穎
楊振業
正劇
陳敢權
司徒慧焯
潘燦良
張國永
鍾肇熙
梁子麒
陳嬌
林菁
李寶琪
顏尊歷
湯靜恩
陳鈞至
張詠宜
甄紫薇
何明松
林振傑
M Square Design Management Ltd.
余沛豪
麥健忠
李銳徽
香港話劇團
王敏豪
陳煒雄
曾皿堅
鄧耀銘
浪人劇場
王添強
鄭兆麟
陳雅莉
明日藝術教育機構
彭鎮南
鄭國偉
姚潤敏
余菁華
盧卓安
梁佩儀
張滿源
黃釗鑫
宋本浩
潘展鵬
馬卓忠
葉卓棠
譚天樂
岑偉宗
莫震霖
演戲家族
大衛．琳賽－亞比爾（美國）David Lindsay-Abaire (U.S.)
李正欣
蘇玉華
雷思蘭
黃慧慈
凌文龍
黎栩昕
莫君傑
梁永能
九把刀
李明杏
鄭嘉俊
陳仕文
朱仲暐
馬師雅
文傑聰
陳桂芬
尚明輝
周怡
林朗峰
呂琼珍
鄭蓮花
拉闊劇團
楊秉基
陳子文
