ID,節目名稱,Programme Name,舞蹈類別,Category,節目類型,Type,節目類型2,Type2,活動性質,Nature,節目簡介,About the Programme,首演日期,Init Date,日期,Date,地點,Venue,Venue_Date_Price (grouped for those with more than 1 venue),場數,Number of Performance,主辦單位,Presenter,製作/演出單位,Production / Performing Unit,演出/製作,Cast and Production,票價,Ticket Price,演出/參加人數,Number of dancers / participants,觀眾人數,Number of Audience,得獎名單 (比賽),Awardee List,時間長度,Programme Duration,藝術總監,Name of Artistic Director,編舞,Choreographers,舞評記錄,Reviews Record,相關節目,Related Programme,多媒體,Multi-Media,場刊,Special Issue,其他,Others,更新日期 (YYYY-mm-dd),Last Update (YYYY-mm-dd),Count (y/n),藝術類別_ArtForm,子分類_ArtGenre SubCategory,本地非本地_Local_Overseas,過去海外演出  Past shows at overseas,Link to be shown on web,Additional Link,Remarks,系列類型_Event Type TC,系列類型_Event Type EN,系列filter_1_TC,系列filter_1_EN,系列filter_2_TC,系列filter_2_EN,系列全稱_Event Full Name TC,系列全稱_Event Full Name EN,indoor/outdoor/both,start_date,end_date,low_price,high_price,venue.1,venue_en,teacher_student
3-2631,《唐吉訶德》演前講座,Don Quixote Pre-Performance Talk,芭蕾舞,Ballet,演出,Performance,,,演出,,想先睹為快嗎？歡迎到劇院外的大堂參與我們的演前講座，了解更多關於《唐吉訶德》華麗的佈景和服裝設計，還有一些有趣的小知識，助你欣賞此齣精采的全新製作。,"Get a sneak peek into the background of Don Quixote before the curtain goes up on this premiere! Join us at the foyer outside the Grand Theatre for a short informative talk, where you will hear about the sumptuous sets and costumes, and learn some interesting facts that will help you appreciate this marvellous new production.",8/22/14,2014-08-22,2014/08/22,2014/08/22,香港文化中心二樓大堂,"Hong Kong Cultural Centre, Level 2 Foyer",,1,1,香港芭蕾舞團,Hong Kong Ballet,,,,,$0,$0,,,,,,,20 分鐘,20 mins,歐美蓮,Madeleine Onne,"\""佩蒂巴阿歷山大．葛斯基、蓮娜．安娜妮亞雪翡莉 \""","Marius Petipa, Alexander Gorsky Nina Ananiashvili",,,,,,,,,,,2015-04-17,2015-04-17,y,舞蹈,芭蕾舞,本地製作、非本地製作,,,,,.,.,.,.,.,.,.,.,indoor,2014-08-22,,0,,"香港文化中心二樓大堂
","Hong Kong Cultural Centre, Level 2 Foyer
",
3-2633,《舞之慶典 ─ 香港芭蕾舞團精采35年》優先睇,Preview of A Celebration of Dance – The Hong Kong Ballet at 35,芭蕾舞,Ballet,演出,Performance,,,演出,,來率先看看這既精采又內容豐富的預演，認識《舞之慶典—香港芭蕾舞團精采35年》的芭蕾精品吧。你將會認識編舞家喬治．巴蘭欽首個在美國創作的芭蕾舞作品，柴可夫斯基同名樂章的名作《小夜曲》；了解納曹．杜亞陶甚具影響力而激盪人心的當代芭蕾舞作品《卡薩迪》；以及掌握《天鵝湖》第三幕這場芭蕾舞經典背後的藝術趣味。除了嘉賓講者的解說外，你將有機會與我們的舞蹈員接觸，欣賞《舞之慶典—香港芭蕾舞團精采35年》的選段!,"Come along to our interesting and informative preview of A Celebration of Dance – The Hong Kong Ballet at 35. Learn more about choreographer George Balanchine\'s masterpiece Serenade, his first ballet created in the United States to Pyotr Ilyich Tchaikovsky\'s score of the same name. Find out the meaning behind Nacho Duato\'s powerful and provocative contemporary ballet Castrati while getting further insight on the great classic, Swan Lake Act III. In addition to offering guest speakers, this lecture will offer you a fine opportunity to meet our dancers up close and see them dance excerpts from A Celebration of Dance – The Hong Kong Ballet at 35.",10/14/14,2014-10-14,2014/10/14,2014/10/14,香港文化中心大劇院後台八樓排演室GR3,"GR3, 8/F, Grand Theatre Backstage, Hong Kong Cultural Centre",,1,1,香港芭蕾舞團,Hong Kong Ballet,,,,,$0,$0,,,,,,,1小時 15 分鐘,1 hr 15 mins,歐美蓮,Madeleine Onne,,,,,,,,,,,,,2015-04-17,2015-04-17,y,舞蹈,芭蕾舞,本地製作、非本地製作,,,,,.,.,.,.,.,.,.,.,indoor,2014-10-14,,0,,"香港文化中心大劇院後台八樓排演室GR3
","Hong Kong Cultural Centre, Grand Theatre Backstage, 8/F, Rehearsal Room GR3
",
3-2635,《舞之慶典 ─ 香港芭蕾舞團精采35年》芭蕾舞鞋設計比賽–公開展覽,A Celebration of Dance – The Hong Kong Ballet at 35 Pointe Shoe Design Competition – Public Exhibition,芭蕾舞,Ballet,演出,Performance,,,演出,,2014年標誌了香港芭蕾舞團誕生35周年，我們希望更多朋友來和我們一同慶祝﹗職是之故，我們現正舉辦「芭蕾舞鞋設計比賽」直至9月5日，主題為「我‧最愛」，鼓勵參加者把它們喜愛的事物揉合到古典芭蕾舞的標誌—芭蕾舞鞋，其中35份最優秀的作品將於公開展覽展出，來看看參加者的創意吧!,"2014 marks The Hong Kong Ballet’s 35th anniversary, and we hope to engage the community to celebrate with us. To this end, we are running a Pointe Shoe Design Competition until 5th September 2014. The theme of the competition is “My Favorite Things”, encouraging participants to blend what they love with the most iconic symbol of classical dance – the pointe shoe. 35 of the best designs will be proudly displayed at a public exhibition.",10/9/14,2014-10-09,2014/10/09-20,2014/10/09-20,香港文化中心地下大堂,"G/F, Foyer, Hong Kong Cultural Centre",,1,1,香港芭蕾舞團,Hong Kong Ballet,,,,,$0,$0,,,,,,,,,歐美蓮,Madeleine Onne,,,,,,,,,,,,,2015-04-17,2015-04-17,n,.,.,.,,,,,.,.,.,.,.,.,.,.,indoor,2014-10-09,2014-10-20,0,,"香港文化中心大堂
","G/F, Hong Kong Cultural Centre, Foyer
",
3-2636,《編舞家巡禮2014》演後藝人談,Choreographers’ Showcase 2014 Post-performance Meet-The-Artist Session,芭蕾舞,Ballet,演出,Performance,,,演出,,演後藝人談,Post-performance Meet-The-Artist Session,11/28/14,2014-11-28,2014/11/28,2014/11/28,香港文化中心劇場,"Studio Theatre, Hong Kong Cultural Centre",,1,1,香港芭蕾舞團,Hong Kong Ballet,,,,,$0,$0,,,,,,,,,歐美蓮,Madeleine Onne,,,,,,,,,,,,,2015-04-17,2015-04-17,y,舞蹈,芭蕾舞,本地製作、非本地製作,,,,,.,.,.,.,.,.,.,.,indoor,2014-11-28,,0,,"香港文化中心劇場
","Hong Kong Cultural Centre, Studio Theatre
",
3-2637,《胡桃夾子》免費演前講座,The Nutcracker Free Pre-Performance Talk,芭蕾舞,Ballet,演出,Performance,,,演出,,齊來認識胡桃夾子、芭蕾公主、老鼠王及其他《胡桃夾子》的經典角色！聖誕合家歡芭蕾舞劇《胡桃夾子》家傳戶曉，澳洲編舞家泰蘭斯‧科勒創作的版本精采刺激，柴可夫斯基的音樂美不勝收。演出講座以輕鬆手法探討這齣源於俄羅斯聖彼得堡的經典作品，是引領大人小朋友進入夢幻芭蕾世界的最佳嚮導。,"The Nutcracker, Ballerina, Rat King and more - take this opportunity to look inside choreographer Terence Kohler\'s exciting and unique version of The Nutcracker. With beautiful music by Pyotr Ilyich Tchaikovsky, find out more about this wonderful production and its historical journey from St. Petersburg, Russia to Hong Kong. This informative and lighthearted conversation is suitable for children and adults alike and is the perfect way to begin your magical experience at the theatre.",12/19/14,2014-12-19,2014/12/19,2014/12/19,香港文化中心大劇院二樓大堂,"Level 2 Foyer, Hong Kong Cultural Centre",,1,1,香港芭蕾舞團,Hong Kong Ballet,,,,,$0,$0,,,,,,,20 分鐘,20 mins,歐美蓮,Madeleine Onne,泰蘭斯‧科勒,Terence Kohler,,,,,,,,,,,2015-04-17,2015-04-17,n,,,本地製作,,,,It's a talk,.,.,.,.,.,.,.,.,indoor,2014-12-19,,0,,"香港文化中心大劇院二樓大堂
","Level 2 Hong Kong Cultural Centre, Foyer
",
3-2640,香港音樂舞蹈界慶祝中華人民共和國成立64週年國慶晚宴演出,Performance for Committee of Music & Dance Groups for Celebration of the 64th Anniversary of the Founding of the People\'s Republic of China,,,演出,Performance,,,演出,,,,9/30/13,2013-09-30,2013/09/30,2013/09/30,北角富臨皇宮酒樓,"Fulum Palace, North Point",,1,1,香港舞蹈總會,Hong Kong Dance Federation,,,,,,,,,396,396,,,,,,,,,,,,,,,,,,,2015-04-20,2015-04-20,y,舞蹈,中國舞,本地製作,,,,,.,.,.,.,.,.,.,.,indoor,2013-09-30,,免費,,"北角富臨皇宮酒樓
","Fulum Palace, North Point
",
3-2641,演藝舞蹈：《舞蹈三部曲：慶典》,Academy Dance: Three Dances for a Celebration!,,,演出,Performance,,,演出,,為慶祝演藝創校30周年，舞蹈學院將以頂盛陣容，為觀眾呈獻光采耀目的舞蹈表演。學院一眾才華洋溢的年輕學生為此次演出而加緊磨鍊舞蹈技巧，務求將三場舞蹈發揮得淋漓盡致。是次編排三場舞蹈的創作團隊更達世界級，包括2002年入選「勞力士創藝推薦資助計畫」的桑吉加、香港著名編舞家之一黎海寧、以及演藝學院中國舞系系主任盛培琪和現代舞系高級講師余載恩。音樂方面，李勁松及林安淇應邀為舞蹈編作樂曲，林安淇更會現場伴奏。今次演出不僅展示新一代舞蹈學生的舞蹈才華，還體現出舞蹈學院的特質 — 傑出卓越、推陳出新、橫跨學院、合力協作、融會中西文化。三場舞蹈均會別開生面地融入芭蕾舞、中國舞與現代舞的元素。今年適逢30周年校慶，別具意義 — 除了回顧及細味過往成就外，更應展望將來 — 這正是進行這項實驗嘗試的良機！,"The Academy’s 30th Anniversary - and time for the School of Dance to shine even more brightly than usual! And to do that, we’ve put together a wonderful line-up: talented young dancers honed to perfect pitch; music specially commissioned for the event (from Dickson Dee, and Angel Lam - the latter performed live); three wonderful works from four first-class choreographers - 2002/2003 Rolex Dance Protégé Sang Jijia, Helen Lai - one of Hong Kong’s best, and School faculty Sheng Peiqi and John Utans (Head of Chinese Dance and Senior Lecturer in Contemporary Dance, putting their creative heads together). And while showcasing the talents of our young artists, the programme will also showcase many of the School’s underpinning principles - excellence, innovative new work, the cross-disciplinary, the collaborative, and the coming together of east and west. In an unusual move, all three works will be ‘cross-stream’, ensembles that see a mix of dancers from the School’s three majors - Ballet, Chinese Dance, and Contemporary Dance. It’s a bit of an experiment: but we’re all for trying something different in an exciting year that not only looks back on the past, but also points straight ahead to the future.",5/9/14,2014-05-09,2014/05/09-10,2014/05/09-10,香港演藝學院戲劇院,"Drama Theatre, The Hong Kong Academy for Performing Arts",,2,2,香港演藝學院,The Hong Kong Academy for Performing Arts,香港演藝學院,The Hong Kong Academy for Performing Arts,,,$105,$105,,,,,,,,,,,"桑吉加, 黎海寧, 盛培琪, 余載恩","Sang Jijia, Helen Lai, Sheng Peiqi, John Utans",,,,,,,,,,,2015-04-20,2015-04-20,y,舞蹈,中國舞、芭蕾舞、現代舞／當代舞,本地製作,,,,,.,.,.,.,.,.,.,.,indoor,2014-05-09,2014-05-10,105,,"香港演藝學院戲劇院
","Hong Kong Academy for Performing Arts, Drama Theatre
",
3-2642,此刻．永恆,Academy Dance: here: now: always,現代舞,Modern,演出,Performance,,,演出,,由演藝舞蹈團擔綱演出,Performed by the Academy Dance Ensemble,5/3/13,2013-05-03,2013/05/03-04,2013/05/03-04,香港演藝學院歌劇院,"Lyric Theatre, The Hong Kong Academy for Performing Arts",,2,2,香港演藝學院,The Hong Kong Academy For Performing Arts,香港演藝學院,The Hong Kong Academy For Performing Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-20,2015-04-20,y,舞蹈,現代舞／當代舞,本地製作,,,,,.,.,.,.,.,.,.,.,indoor,2013-05-03,2013-05-04,免費,,"香港演藝學院歌劇院
","Hong Kong Academy for Performing Arts, Lyric Theatre
",
3-2643,生命中的美＋歌碧麗亞,The Beauty of Life+ Coppelia,芭蕾舞,Ballet,演出,Performance,,,演出,,,"I am the bread of Life. Whoever comes to me will never go hungry, and whoever belives in me will never be thirsty.",10/4/14,2014-10-04,2014/10/04-05,2014/10/04-05,青年廣場Y 綜藝館,"Y-Theatre, Youth Square",,2,2,鍾詠賢芭蕾舞學校,Ivy’s Ballet Company,鍾詠賢芭蕾舞學校,Ivy’s Ballet Company,,,"$280, $200","$280, $200",120,120,720,720,,,2 小時 30 分鐘,2 hrs 30 mins,鍾詠賢,Chung Wing Yin Ivy,鍾詠賢,Chung Wing Yin Ivy,,,,,,,,,,,2015-04-21,2015-04-21,y,舞蹈,芭蕾舞,本地製作,,,,,.,.,.,.,.,.,.,.,both,2014-10-04,2014-10-05,200,280,"青年廣場Y綜藝館
","Youth Square, Y Theatre
",
3-2644,獻給我的最愛+ 唐吉訶德,For my beloved + Don Quixote,芭蕾舞,Ballet,演出,Performance,,,演出,,神造人時，給我們豐富的感官，是為了讓我們去感受衪預設在所有人心底的愛。我們生前贏得的所有金錢財富、名譽地位我們都無法帶走，能帶走的只有記憶中沈澱下來的純真的感動以及和物質無關的愛和情感，它們無法否認也不會自己消失，它們才是人生真正的財富。  「獻給我的最愛」，獻給我們心中最愛的人。讓大家享受感動的一晚！,"God creates human and give us a wealth of senses in order to allow us feel the love he places in our heart. The wealth and fame we earned on earth cannot be taken carried along with us, the only thing which can be carried along is the pure love and feelings which long embedded in our memory which is undeniable and will never disappear. Such love and feelings are the real wealth of our lives.   “Dedicate to my beloved”, dedicate to those we love deeply. May all of you enjoy a moving night!",10/19/13,2013-10-19,2013/10/19-20,2013/10/19-20,青年廣場Y 綜藝館,"Y-Theatre, Youth Square",,2,2,鍾詠賢芭蕾舞學校,Ivy’s Ballet Company,鍾詠賢芭蕾舞學校,Ivy’s Ballet Company,,,"$250, $180","$250, $180",128,128,750,750,,,2 小時 30 分鐘,2 hrs 30 mins,鍾詠賢,Chung Wing Yin Ivy,鍾詠賢,Chung Wing Yin Ivy,,,,,,,,,,,2015-04-21,2015-04-21,y,舞蹈,芭蕾舞,本地製作,,,,,.,.,.,.,.,.,.,.,both,2013-10-19,2013-10-20,180,250,"青年廣場Y綜藝館
","Youth Square, Y Theatre
",
3-2645,《盈彩楓姿2014舞蹈專場》,THE DANCE AUTHENTIC 2014,中國舞,Chinese,演出,Performance,,,演出,Performance,,,3/8/14,2014-03-08,2014/03/08,2014/03/08,青年廣場Ｙ綜藝館,"Y Theatre, Youth Square",,1,1,盈楓舞蹈團,Zephyr Dance Troupe,,,,,"$120, $100","$120, $100",,,,,,,,,杜紹樑,To Siu Leung,杜紹樑、方秀蓮、杜盈瑩、周家欣、蕭婷妤、林洛鍶、鍾宛靜、何皓寧、譚絮鴻,,,,,,,,,,,,2015-04-23,2015-04-23,y,舞蹈,中國舞,本地製作,,,,,.,.,.,.,.,.,.,.,both,2014-03-08,,100,120,"青年廣場Y綜藝館
","Youth Square, Y Theatre
",
3-2648,第七屆《花兒朵朵》兒童歌舞周表演,,中國舞,Chinese,演出,Performance,,,演出,,,,7/19/13,2013-07-19,2013/07/19-20,2013/07/19-20,深圳市群眾藝術館影藝場,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-28,2015-04-28,n,舞蹈,中國舞,本地製作,,,,海外演出,.,.,.,.,.,.,.,.,indoor,2013-07-19,2013-07-20,免費,,"深圳市群眾藝術館影藝場
","
",
3-2649,2013年四川西昌市新春晚會,,中國舞,Chinese,演出,Performance,,,演出,,雲海藝術團於2013年12月，前往西昌涼山彝族地區參觀訪問和文化交流，目的為促進兩地舞蹈文化交流和友誼，並參與其新春晚會演出《茉莉花》等節目,,12/28/13,2013-12-28,2013/12/28,2013/12/28,四川西昌市文化劇院,,,1,1,四川西昌市委宣傳部、西昌市文化影視新聞出版局,,,,,,,,30,30,1000,1000,,,45 分鐘,45 mins,陳起馨,Chan Hei Hing,,,,,,,,,,,,,2015-04-28,2015-04-28,n,舞蹈,中國舞,非本地製作,,,,海外演出,.,.,.,.,.,.,.,.,indoor,2013-12-28,,免費,,"四川西昌市文化劇院
","
",
3-2650,,Magical Garden,"芭蕾舞, 綜合","Ballet, Comprehensive",演出,Performance,,,演出,,"節目背影於一個花園裹, 有不同種類的小花如紅玫瑰, 小雛菊, 燦爛的太陽花,紛紛的續一盛開 令這個花園帶來生機. 接著有蝴蝶, 小白兔, 青蛙, 稻草人, 青蛙, 小蜻蜓, 毛毛蟲, 小甲蟲, 草蜢等在花園裡遍遍起舞, 情影美麗, 接著有小雨點紛紛出場. 小雨點過後, 有小蜜蜂, 小花貓, 小烏, 小昆蟲和彩虹, 磨菇仙子出現, 到晚上的來臨, 還有不同的恆星仙子, 貓頭鷹, 月亮和大大小小不同的星星,為這個花園增添耀眼, 就像施 了魔法一樣, 美麗得像一幅油畫 表演著不同的舞步, 表現出不同角色,稠令觀眾留下美麗的印象. 節目還有爵士舞,  女大不忠流的雙人舞中的節錄以及由本校校長鍾金寶編排”Stars” 的節錄 為這次表演謝幕.","The story background is in the garden, there have many different little flowers in the opening like Pale Pink cyclamens, Purple Pansy,  Red Rose, Orange Sun Flowers and white daisy .  Butterflies, bunnies, scarecrows, frogs, dragonflies, caterpillars, ladybirds, grasshoppers are dancing in the garden.  The little rain drops is falling in the garden. After the rain, bees, cats, statues fairies, little birds, toadstool fairies, nymphs and rainbow are appearing in the garden and make the garden more energetic and colorful. At the night, many different size of stars are shinning in the sky and the owls, moon make the garden look like the beautiful painting.  We also have jazz, mainly on pointe work in Excerpt from Pas de Duex - La Fille Mal Gardee . Of course, the finale dance named “Stars” choreography by Joan.",3/22/14,2014-03-22,2014/03/22,2014/03/22,青年廣場Ｙ綜藝館,"Y Theatre, Youth Square",,2,2,,Pacesetting Art Techniques Society,嘉露貝雯芭蕾舞學及倫敦芭蕾舞學校,Carol Bateman School of Dancing & London School of Ballet,,,$250-$300,$250-$300,350,350,400,400,,,1 小時 30 分鐘,1 hr 30 mins,鍾金寶,Joan Campbell,"鍾金寶, 嘉露貝雯芭蕾舞學及倫敦芭蕾舞學校",Joan Cambell & Carol Bateman School of Dancing & London School of Ballet,,,,,,,,,,,2015-04-28,2015-04-28,y,舞蹈,芭蕾舞、爵士舞、綜合及其他,本地製作、非本地製作,,,,,.,.,.,.,.,.,.,.,both,2014-03-22,,250,,"青年廣場Y綜藝館
","Youth Square, Y Theatre
",
3-2651,,Treasures under the sea,"芭蕾舞, 綜合","Ballet, Comprehensive",演出,Performance,,,演出,,"節目背影於一個小女孩, 對玖寶產生濃濃的好奇, 有一晚竟在睡夢中, 由美人魚帶領著她展開海底之旅. 除了看到美麗的睡蓮, 海葵, 珊瑚, 海藻, 不同種類的珊瑚魚, 當然還看到小女孩最感興趣的寶箱, 寶箱裡載滿很多漂亮的玖寶如黃金, 白銀, 藍寶石, 珍珠, 鑽石, 翡翠, 紫水晶. 紅寶石, 月光石等, 學員用不同的舞台演繹了不同角色, 讓觀眾帶來目不暇給的表現, 為觀眾留下美麗的印象. 節目下半部有爵士舞, 踢踏舞, 和一些芭蕾舞名著中的選段, 如天鵝湖, 吉賽爾等, 以及由本校校長鍾金寶編排的 ”La Valse” 為這次表演謝幕.","A young gir, interested in jjewellery, she dreams that she goes diving into the sea and meet some mermaids who show her around of the sea world, of course, she won’t miss a treasure box which full of beautiful jewels  In second half of the performance, we have jazz, tap and  mainly on pointe work in Swan Lake, Peasant dance from Giselle and the most remarkable part in the performance is the finale dance named “La Valse” choreography by Joan.",3/16/13,2013-03-16,2013/03/16-17,2013/03/16-17,青年廣場Ｙ綜藝館,"Y-Theatre, Youth Square",,2,2,嘉露貝雯芭蕾舞學及倫敦芭蕾舞學校,Carol Bateman School of Dancing & London School of Ballet,嘉露貝雯芭蕾舞學及倫敦芭蕾舞學校,Carol Bateman School of Dancing & London School of Ballet,,,$250-300,$250-300,300,300,350-400,350-400,,,1 小時 30 分鐘,1 hr 30 mins,鍾金寶,Joan Campbell,"鍾金寶, 嘉露貝雯芭蕾舞學及倫敦芭蕾舞學校","Joan Campbell, Carol Bateman School of Dancing & London School of Ballet",,,,,,,,,,,2015-04-28,2015-04-28,y,舞蹈,芭蕾舞、爵士舞、踢踏舞、綜合及其他,本地製作、非本地製作,,,,,.,.,.,.,.,.,.,.,both,2013-03-16,2013-03-17,250,,"青年廣場Y綜藝館
","Youth Square, Y Theatre
",
3-2654,「根與魂｣ — 多彩貴州非物質文化遺產匯演,Genesis and Spirit - A Showcase of Intangible Cultural Heritage of Guizhou,中國舞,Chinese Dance,演出,Performance,,,演出,Performance,貴州是一個山川秀麗、氣候宜人、資源豐富、民族眾多的省份。以其「十里不同天，一山不同俗」的多元民族文化，為人類留下了許多彌足珍貴的文化遺產。「根與魂」 -  多彩貴州非物質文化遺產匯演，是以人類非物質文化遺產侗族大歌為主線，並彙集貴州各少數民族傳統音樂舞蹈，以樸實的藝術表現手法，再現貴州的原生文化，讓世界各地瞭解貴州豐富多彩的民族文化。,"Guizhou is situated in the southwest of China. It boasts picturesque landscapes, pleasant climate, rich natural resources, and an interesting demographic mix of ethnic minority groups. There is a Chinese saying that describes the uniqueness of Guizhou –\""A different sky every ten miles, and different customs even within one mountain\"".  It has therefore given birth to many rare cultural heritage gems. In this spectacular, Genesis and Spirit: A Showcase of the Intangible Cultural Heritage of Guizhou, the programme is made up of songs and dances of the various ethnic groups in the region threaded through by the important genre of Guizhou that has been inscribed onto UNESCO\'s Representative List of the Intangible Cultural Heritage of Humanity, the Grand Song of the Dong Ethnic Group. The colourful eclectic cultures of Guizhou will unfold here with its natural charm that promises to captivate audiences around the world.  ",6/14/13,2013-06-14,2013/06/14-15,2013/06/14-15,沙田大會堂演奏廳、荃灣大會堂演奏廳,"Sha Tin Town Hall, Auditorium; Tsuen Wan Town Hall, Auditorium",,2,2,"國家文化部,民政事務局","Ministry of Culture People\'s Republic of China, Home Affairs Bureau",,,,,"$200, $160, $120","$200, $160, $120",,,,,,,1 小時 30 分鐘,1 hr 30 mins,,,陸永華、肖時運、吳分田、楊蓉、陸江勇、蘭衡、胡征興、梁劍、梁歡、石川潔、楊光全,"Lu Yonghua, Xiao Shiyun, Wu Fentian, Yang Rong, Lu Jiangyong, Lan Heng, Hu Zhengxing, Liang Jian, Liang Hua, Shi Chuanjie, Yang Guangquan",,,,,,,,,"黔之根 - 貴州非物質文化遺產展覽 2013/06/02-16 香港中央圖書館展覽館, 黔之魂 - 貴州非物質文化遺產講座 2013/06/09  香港中央圖書館一號活動室","""The Root of Qian: Intangible Cultural Heritage of Guizhou"" Exhibition 2013/06/02-16 Hong Kong Central Library Exhibition Gallery, ""The Spirit of Qian: Talks on Intangible Cultural Heritage of Guizou""",2015-04-29,2015-04-29,y,舞蹈,中國舞,非本地製作,,,,,.,.,.,.,.,.,.,.,indoor,2013-06-14,2013-06-15,120,200,"沙田大會堂演奏廳
荃灣大會堂演奏廳
","Sha Tin Town Hall, Auditorium; Tsuen Wan Town Hall, Auditorium
",
3-2662,《民族舞．百家情》民族舞蹈匯演,Folk Dance Fiesta,中國舞,Chinese,演出,Performance,大型公眾舞蹈活動,,演出,Performance,"""承2013年《民風鼓舞．嚮全城》的成功，香港旗艦藝團香港舞蹈團聯再同兩個本地最具規模的舞蹈聯盟香港舞蹈總會及香港舞蹈聯會第四年再次聯手，於2014年3月1日假香港文化中心廣場舉辦《民族舞‧百家情》大型民族舞蹈匯演。  是次參演團體共有23個，加上香港舞蹈團專業舞者齊齊大獻舞技，展現中國各民族舞蹈氣魄。逾三百名穿上色彩斑斕服飾的民族舞者，與大家分享漢族、藏族、傣族、羌族、彝族、朝鮮族、維吾爾族等民族樂舞情懷。活動免費入場，觀眾反應熱烈，全日近6,000人觀賞。           "" ","To follow the success of the Drum Dance Fiesta in 2013, Hong Kong Dance Company brought forth a dance gala Folk Dance Fiesta to the general public at Piazza, Hong Kong Cultural Centre on 1st March 2014. This performance was its fourth collaboration with renowned counterparts Hong Kong Dance Federation and Association of Hong Kong Dance Organizations.   There were 23 organizations that took part in the gala. Professional dancers from the Hong Kong Dance Company showed off their techniques with a touch of Chinese ethnic groups. All 300 dancers performed in colorful costumes. Folk dances of the Han, Tibetan, Dai, Qiang, Yi, Korean and Uyghur were rejoiced in the carnival of motions.    The cultural event was free of charge and it was applauded by a crowd of some 5000 people who enjoyed the gala. ",3/1/14,2014-03-01,2014/03/01,2014/03/01,香港文化中心露天廣場,"Piazza, Hong Kong Cultural Centre",,1,1,香港舞蹈總會、香港舞蹈聯會及香港舞蹈團,"Hong Kong Dance Federation, Association of Hongkong Dance Organizations, Hong Kong Dance Company",,,,,,,,,"6,000","6,000",,,,,,,,,,,,,,,,,,,2015-04-30,2015-04-30,y,舞蹈,中國舞,本地製作、非本地製作,,,,,.,.,.,.,.,.,.,.,both,2014-03-01,,免費,,"香港文化中心露天廣場
","Piazza, Hong Kong Cultural Centre
",
3-2663,《民風鼓舞響全城 》民族舞蹈匯演,Drum Dance Fiesta,,,演出,Performance,大型公眾舞蹈活動,,演出,,香港舞蹈團、香港舞蹈總會及香港舞蹈聯會合辦的週年全港舞蹈界盛事，《民風鼓舞響全城》民族舞蹈匯演，於2013年3月9日下午於香港文化中心露天廣場舉行。是次大匯演陣容鼎盛，集本港舞界精英，與大眾分享漢族、藏族、傣族、苗族、彝族、朝鮮族、蒙古族、維吾爾族等民族舞蹈情懷。各大舞蹈團體加上特邀演出嘉賓香港演藝學院中國舞系的舞蹈新秀，齊齊大獻舞技，馬拉松式競跳各族舞蹈，帶來目不暇給的繽紛中國民族舞巡禮。,"Jointly presented by the Hong Kong Dance Company, the Hong Kong Dance Federation and the Association of Hong Kong Dance Organizations, the Drum Dance Fiesta was held from 2-5pm on 9 March (Saturday), at the Piazza of the Hong Kong Cultural Centre.                                                                                        Hundreds of dancers from local dance groups dressed in bright Chinese folk costumes showed off their best moves. They shared the beats with the public in the mass dance. The mass dance was followed by a marathon performance of Chinese folk dances.                                                                                                                 Together with the dance students from the Hong Kong Academy for Performing Arts, the Chinese folk dancers painted a brilliant rainbow of ethnic dances over the Piazza. The event was positively received with an audience of approximately 6,000 for the day.",3/9/13,2013-03-09,2013/03/09,2013/03/09,香港文化中心露天廣場,"Piazza, Hong Kong Cultural Centre",,1,1,香港舞蹈總會、香港舞蹈聯會及香港舞蹈團,"Hong Kong Dance Federation, Association of Hongkong Dance Organizations, Hong Kong Dance Company",,,,,,,,,"6,000","6,000",,,,,,,,,,,,,,,,,,,2015-04-30,2015-04-30,y,舞蹈,中國舞,本地製作、非本地製作,,,,http://www.hkdance.net/forum.php?mod=viewthread&tid=2766,.,.,.,.,.,.,.,.,both,2013-03-09,,免費,,"香港文化中心露天廣場
","Piazza, Hong Kong Cultural Centre
",
3-2664,中國舞教育推廣及示範演出,Chinese Dance Promotion & Demonstration Performances,,,演出,Performance,外展社區演出,,演出,Performance,,Outreach Community Performances,,0000-00-00,"2013/06,11,2014/06","2013/06,11,2014/06",香港文化中心大堂,"Foyer, Hong Kong Cultural Centre",,3,3,香港舞蹈團,Hong Kong Dance Company,,,,,,,,,"2,400","2,400",,,,,,,,,,,,,,,,,,,2015-04-30,2015-04-30,y,舞蹈,中國舞,本地製作,,,,,.,.,.,.,.,.,.,.,indoor,2014-06-01,Invalid date,免費,,"香港文化中心大堂
","Hong Kong Cultural Centre, Foyer
",
