Year,Newly constructed id for migration,blank,1=巡迴展,location_en,location_tc,district_en,district_tc,venue_en,venue_tc,New_venue_en,New_venue_tc,site/展區簡稱,exh_venue/展場名稱,media1_en,media1_tc,media2_en,media2_tc,title_en,title_tc,title_combine,subtitle_en,subtitle_tc,start_date (dd/mm/yyyy),end_date (dd/mm/yyyy),Start_Year/首展年份,Start_Month/首展月份,permanent_exh/常設展,organizer_en,organizer_tc,co_organizer_en,co_organizer_tc,curator_en,curator_tc,participant_en,participant_tc,remark_en,remark_tc,count_exh/數量,site_count/展區數量,site_recode,space/活化空間,Media1 Code,Media2 Code,media_code/兩種媒介或以上,Venue_to_count,Venue_type_exh_count,Space_type_exh_count,Date to count,Count_exh = Date to count?,actual_exh_days/實際展期天,count_exh_day/年度展期天,adc_remarks,adc_remarks_date,,ADC_Remarks_deleted,ADC_Remarks,ADC_Remarks_date,new_Remarks,duration_of_exhibition,,,,exh_venue,site_count (new),site_count_B,OLD_actual_days,published_permanent_count/常設展,published_Days/年度展期天,exh_to_count/統計數量,non_duplicated_date_count,new_Days/年度展期天,,,Remarks,Remarks,Reference link,indoor/outdoor/both
0910,09100814c,,1,Local,本地 ,,,"LG2, Oncology Department, East Block, Pamela Youde Nethersole Eastern Hospital, 3 Lok Man Road, Chai Wan, HK",香港柴灣樂民道3號東區尤德醫院東座地庫二樓醫院畫廊,,,PUB,PYN Eastern Hospital,Painting,繪畫,n.a.,n.a.,Exhibition by KongKee,江記作品展,江記作品展,n.a.,n.a.,2010/01/01,9999,2010 ,1 ,99 ,Art in Hospital,藝術在醫院,n.a.,n.a.,n.a.,n.a.,KongKee,江記,,,0 ,1 ,7 ,88 ,,,0 ,1 ,,,1 ,,(30179),,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,8,,,,#VALUE!,0 ,#VALUE!,99 ,9999 ,0 ,1 ,276 ,,,NA,,,indoor
0910,09100834,,0,Local,本地,,,Amelia Johnson Contemporary,n.a.,,,GAL,Amelia Johnson Contemporary,Painting,繪畫,n.a.,n.a.,MULTI{ple},N/A,MULTI{ple},n.a.,n.a.,2009/11/06,2010/01/16,2009 ,11 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Konstantin Bessmertny/Kum Chi Keung/Peter Clark/Sally Smart/Stella Vine ,n.a.,,,1 ,1 ,6 ,88 ,,,0 ,1 ,,,1 ,,72 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,8,,,,#VALUE!,0 ,72 ,0 ,72 ,1 ,1 ,220 ,,,NA,,,
0910,09100837,,0,Local,本地,,,"Kwun Yum Garden, Kadoorie Farm and Botanic Garden ",嘉道理農場暨植物園觀音園,,,OTHERS,Kadoorie Farm and Botanic Garden,Others,其他,n.a.,n.a.,Weaving Into Nature - SAORI Hand-weaving Exhibition,親親大自然 ─ SAORI手織布藝展,親親大自然 ─ SAORI手織布藝展,n.a.,n.a.,2009/11/07,2010/01/03,2009 ,11 ,0 ,"Partnership Project of the Art Promotion Office of the Leisure and Cultural Services Department, and Kadoorie Farm and Botanic Garden, The Salvation Army, SAHK ",康樂及文化事務署藝術推廣辦事處、嘉道理農場暨植物園、救世軍、香港耀能協會合作夥伴計劃,n.a.,n.a.,n.a.,n.a.,Members Of The Salvation Army Rehabilitation Services And Sahk,香港救世軍復康服務及香港耀能協會學員,,,1 ,1 ,7 ,88 ,,,0 ,1 ,,,1 ,,58 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,6,,,,#VALUE!,1 ,58 ,0 ,58 ,1 ,1 ,221 ,,,NA,,,outdoor
0910,09100838,,0,Local,本地,,,"UG45 a&b , Upper Ground Floor, Citywalk, 1 Yeung Uk Road, Tsuen Wan",荃新天地高層地下UG45 a&b,,,BUSS,Citywalk,Others,其他,n.a.,n.a.,Citywalk Art Project: Take a Break With Art- Joint exhibitions of 23 local illustrators,荃新天地藝術計劃︰玩轉一陣間-23位本地插畫家聯展,荃新天地藝術計劃︰玩轉一陣間-23位本地插畫家聯展,n.a.,n.a.,2009/11/07,2010/02/05,2009 ,11 ,0 ,"Sino Group ""Art in Hong Kong"", Citywalk Art Project",信和集團「香港藝術」、荃新天地藝術計劃,n.a.,n.a.,Hong Kong Society of Illustrators,香港插畫師協會,Gary Cham; James Chan; Ching Chau; Cheapman; Terence Choi、 Joyce Ho、 Jan Koon; Sindy Lau; Even Lee; Joe Lee; Pucky; Gabriel Li; Maxim Lo、 Tommy Lo; Melody Ma; Joey Man; Helen Tam; Elaine Tang; Man-Tsun; Jamaika Wong、 Jacmila Wu、 Gary Yeung、 Steve Yuen,湛紀恆、陳永勁、周秀青、譚卓文、蔡耀東、 何載欣、 官文慧、劉婉卿、李澤寧、李德全、畢奇、李文煇、羅美心、 盧承德、瑪露迪、文麗洋、譚詩慧、鄧依穎、文俊、王淑芬、 積美娜、 楊復始、 袁樹基,,,1 ,2 ,3 ,88 ,,,0 ,1 ,,,1 ,,91 ,,,,,,"Confirmed; end date was wrong, refer to press release: http://www.sinoart.com/wp-content/files_mf/1333343944press_20091211_ch.pdf; ""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,"Site_count changed from 1 to 2, Did not break down into two",1,1,,,,#VALUE!,0 ,311 ,0 ,145 ,1 ,1 ,221 ,,,NA,,,indoor
0910,09100851a,,1,Local,本地,,,"Ground Plaza, HSBC Main Building, 1 Queen's Road Central, Hong Kong",香港皇后大道中1號滙豐總行大廈地面廣場,,,BUSS,HSBC Main Building,Others,其他,n.a.,n.a.,The Character of Hong Kong Cartoon Exhibition ,《香港有格》漫畫展,《香港有格》漫畫展,n.a.,n.a.,2009/11/12,2009/12/05,2009 ,11 ,0 ,HSBC,匯豐銀行,n.a.,n.a.,Craig Au Yeung,歐陽應霽,[Cartoonists] Chihoi; Yeung Hok Tak; Siu Hak; Stella So; Li Chi Tak; Kongkee; Lai Tattat Wing; Bigsoil; Lily Lau; Ho Ka Chiu; ahko; apink; John Ho; Postgal; Chao Yat; Elphonso Lam; YP Leong; Leung Chun; Montagut Chuen; Little Thunder; Yeung Chi Hang; Crai,[漫畫家]智海、楊學德、小克、蘇敏怡、利志達、江記、黎達達榮、大泥、劉莉莉、何家超、阿高、阿平、何達鴻、貓室、草日、林祥焜、梁以平、梁進、全湛玉、門小雷、楊智恆、歐陽應霽、何家輝、阿拔、黃照達、[學生漫畫家]梁米米之、楊芷茵、鄭斯盈、吳惠芳、李嘉輝、李美欣、陳建業、丘芷甜、張耀文、沈詠翹、李子寧、辛朝殷、伍家麟、朱安邦、陳穎欣,Supporting: Education Bureau; The Link Management Limited; JCCAC,支持機構：教育局、領匯、賽馬會創意藝術中心,1 ,1 ,3 ,88 ,,,0 ,1 ,,,1 ,,24 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,1,,,,#VALUE!,1 ,24 ,0 ,24 ,1 ,1 ,226 ,,,NA,,,indoor
0910,09100851b,,1,Local,本地,,,"G/F, Hau Tak Shopping Centre, Tseung Kwan O",新界將軍澳厚德商場地下(領匯管理),,,BUSS,Hau Tak Shopping Centre,Others,其他,n.a.,n.a.,The Character of Hong Kong Cartoon Exhibition ,《香港有格》漫畫展,《香港有格》漫畫展,n.a.,n.a.,2009/12/05,9999,2009 ,12 ,99 ,HSBC,匯豐銀行,n.a.,n.a.,Craig Au Yeung,歐陽應霽,[Cartoonists] Chihoi; Yeung Hok Tak; Siu Hak; Stella So; Li Chi Tak; Kongkee; Lai Tattat Wing; Bigsoil; Lily Lau; Ho Ka Chiu; ahko; apink; John Ho; Postgal; Chao Yat; Elphonso Lam; YP Leong; Leung Chun; Montagut Chuen; Little Thunder; Yeung Chi Hang; Crai,[漫畫家]智海、楊學德、小克、蘇敏怡、利志達、江記、黎達達榮、大泥、劉莉莉、何家超、阿高、阿平、何達鴻、貓室、草日、林祥焜、梁以平、梁進、全湛玉、門小雷、楊智恆、歐陽應霽、何家輝、阿拔、黃照達、[學生漫畫家]梁米米之、楊芷茵、鄭斯盈、吳惠芳、李嘉輝、李美欣、陳建業、丘芷甜、張耀文、沈詠翹、李子寧、辛朝殷、伍家麟、朱安邦、陳穎欣,Supporting: Education Bureau; The Link Management Limited; JCCAC,支持機構：教育局、領匯、賽馬會創意藝術中心,0 ,1 ,3 ,88 ,,,0 ,1 ,,,1 ,,(30152),,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,1,,,,#VALUE!,1 ,#VALUE!,99 ,9999 ,0 ,1 ,249 ,,,NA,,,indoor
0910,09100851c,,1,Local,本地,,,"2/F, Atrium, Lung Cheung Mall, Wong Tai Sin",九龍黃大仙龍翔道138號龍翔中心二樓,,,BUSS,Lung Cheung Mall,Others,其他,n.a.,n.a.,The Character of Hong Kong Cartoon Exhibition ,《香港有格》漫畫展,《香港有格》漫畫展,n.a.,n.a.,2009/12/07,9999,2009 ,12 ,99 ,HSBC,匯豐銀行,n.a.,n.a.,Craig Au Yeung,歐陽應霽,[Cartoonists] Chihoi; Yeung Hok Tak; Siu Hak; Stella So; Li Chi Tak; Kongkee; Lai Tattat Wing; Bigsoil; Lily Lau; Ho Ka Chiu; ahko; apink; John Ho; Postgal; Chao Yat; Elphonso Lam; YP Leong; Leung Chun; Montagut Chuen; Little Thunder; Yeung Chi Hang; Crai,[漫畫家]智海、楊學德、小克、蘇敏怡、利志達、江記、黎達達榮、大泥、劉莉莉、何家超、阿高、阿平、何達鴻、貓室、草日、林祥焜、梁以平、梁進、全湛玉、門小雷、楊智恆、歐陽應霽、何家輝、阿拔、黃照達、[學生漫畫家]梁米米之、楊芷茵、鄭斯盈、吳惠芳、李嘉輝、李美欣、陳建業、丘芷甜、張耀文、沈詠翹、李子寧、辛朝殷、伍家麟、朱安邦、陳穎欣,Supporting: Education Bureau; The Link Management Limited; JCCAC,支持機構：教育局、領匯、賽馬會創意藝術中心,0 ,1 ,3 ,88 ,,,0 ,1 ,,,1 ,,(30154),,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,1,,,,#VALUE!,1 ,#VALUE!,99 ,9999 ,0 ,1 ,251 ,,,NA,,,indoor
0910,09100851d,,1,Local,本地,,,"G/F, Chung Fu Shopping Centre, Tin Shui Wai",新界天水圍頌富商場地下(領匯管理),,,BUSS,Chung Fu Shopping Centre,Others,其他,n.a.,n.a.,The Character of Hong Kong Cartoon Exhibition ,《香港有格》漫畫展,《香港有格》漫畫展,n.a.,n.a.,2009/12/14,9999,2009 ,12 ,99 ,HSBC,匯豐銀行,n.a.,n.a.,Craig Au Yeung,歐陽應霽,[Cartoonists] Chihoi; Yeung Hok Tak; Siu Hak; Stella So; Li Chi Tak; Kongkee; Lai Tattat Wing; Bigsoil; Lily Lau; Ho Ka Chiu; ahko; apink; John Ho; Postgal; Chao Yat; Elphonso Lam; YP Leong; Leung Chun; Montagut Chuen; Little Thunder; Yeung Chi Hang; Crai,[漫畫家]智海、楊學德、小克、蘇敏怡、利志達、江記、黎達達榮、大泥、劉莉莉、何家超、阿高、阿平、何達鴻、貓室、草日、林祥焜、梁以平、梁進、全湛玉、門小雷、楊智恆、歐陽應霽、何家輝、阿拔、黃照達、[學生漫畫家]梁米米之、楊芷茵、鄭斯盈、吳惠芳、李嘉輝、李美欣、陳建業、丘芷甜、張耀文、沈詠翹、李子寧、辛朝殷、伍家麟、朱安邦、陳穎欣,Supporting: Education Bureau; The Link Management Limited; JCCAC,支持機構：教育局、領匯、賽馬會創意藝術中心,0 ,1 ,3 ,88 ,,,0 ,1 ,,,1 ,,(30161),,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,1,,,,#VALUE!,1 ,#VALUE!,99 ,9999 ,0 ,1 ,258 ,,,NA,,,indoor
0910,09100851e,,1,Local,本地,,,"Jockey Club Creative Arts Centre, Central Courtyard",賽馬會創意藝術中心中央庭園,,,JCCAC,public,Others,其他,n.a.,n.a.,The Character of Hong Kong Cartoon Exhibition ,《香港有格》漫畫展,《香港有格》漫畫展,n.a.,n.a.,2010/01/01,9999,2010 ,1 ,99 ,HSBC,匯豐銀行,n.a.,n.a.,Craig Au Yeung,歐陽應霽,[Cartoonists] Chihoi; Yeung Hok Tak; Siu Hak; Stella So; Li Chi Tak; Kongkee; Lai Tattat Wing; Bigsoil; Lily Lau; Ho Ka Chiu; ahko; apink; John Ho; Postgal; Chao Yat; Elphonso Lam; YP Leong; Leung Chun; Montagut Chuen; Little Thunder; Yeung Chi Hang; Crai,[漫畫家]智海、楊學德、小克、蘇敏怡、利志達、江記、黎達達榮、大泥、劉莉莉、何家超、阿高、阿平、何達鴻、貓室、草日、林祥焜、梁以平、梁進、全湛玉、門小雷、楊智恆、歐陽應霽、何家輝、阿拔、黃照達、[學生漫畫家]梁米米之、楊芷茵、鄭斯盈、吳惠芳、李嘉輝、李美欣、陳建業、丘芷甜、張耀文、沈詠翹、李子寧、辛朝殷、伍家麟、朱安邦、陳穎欣,Supporting: Education Bureau; The Link Management Limited; JCCAC,支持機構：教育局、領匯、賽馬會創意藝術中心,0 ,1 ,4 ,6 ,,,0 ,1 ,,,1 ,,(30179),,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,1,,,,#VALUE!,0 ,#VALUE!,99 ,9999 ,0 ,1 ,276 ,,,NA,,,indoor
0910,09100860a,,1,Local,本地,,,OC Gallery,OC藝廊,,,BUSS,OC Gallery,Painting,繪畫,n.a.,n.a.,Shore – International Literary and Visual Art Exhibition cum Charity Sale,岸 - 國際文學與視藝展暨慈善義賣,岸 - 國際文學與視藝展暨慈善義賣,n.a.,n.a.,2009/11/14,2010/01/03,2009 ,11 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Casper  Chan; Clementine  Chan; Chan Shing Kau ;  Lucia  Cheung;  Hung Hoi;  Kan Tai Keung ; Christopher  Ku; Elise  Lai; Cass  Lam; Lau Chiu Kwan  Lau; Carol Lee Mei Kuen; Csstaly Leung  Ching Man;  Joey Leung Ka Yin;  Lucille  Lo Yuk Yin;  Mary  Ma; Tom,劉昭君、小橘子、張雅燕、曾翠薇、李美娟、林天惠、梁嘉賢、梁靜雯、楊國芬、熊海、盧玉燕、譚安健、谷敏昭、賴宛珊、陳成球、陳曉筠、靳埭強、馬少嫻、黃倩怡、黃孝逵,,,1 ,1 ,3 ,88 ,,,0 ,1 ,,,1 ,,51 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,1,,,,#VALUE!,0 ,51 ,0 ,51 ,1 ,1 ,228 ,,,NA,,,indoor
0910,09100860b,,1,Local,本地,,,"1/F Lobby, Central Plaza",中環廣場一樓大堂,,,BUSS,Central Plaza,Painting,繪畫,n.a.,n.a.,Shore – International Literary and Visual Art Exhibition cum Charity Sale,岸 - 國際文學與視藝展暨慈善義賣,岸 - 國際文學與視藝展暨慈善義賣,n.a.,n.a.,2009/11/14,9999,2009 ,11 ,99 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Casper  Chan; Clementine  Chan; Chan Shing Kau ;  Lucia  Cheung;  Hung Hoi;  Kan Tai Keung ; Christopher  Ku; Elise  Lai; Cass  Lam; Lau Chiu Kwan  Lau; Carol Lee Mei Kuen; Csstaly Leung  Ching Man;  Joey Leung Ka Yin;  Lucille  Lo Yuk Yin;  Mary  Ma; Tom,劉昭君、小橘子、張雅燕、曾翠薇、李美娟、林天惠、梁嘉賢、梁靜雯、楊國芬、熊海、盧玉燕、譚安健、谷敏昭、賴宛珊、陳成球、陳曉筠、靳埭強、馬少嫻、黃倩怡、黃孝逵,,,0 ,1 ,3 ,88 ,,,0 ,1 ,,,1 ,,(30131),,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,1,,,,#VALUE!,0 ,#VALUE!,99 ,9999 ,0 ,1 ,228 ,,,NA,,,indoor
0910,09100861,,0,Local,本地,,,Hong Kong Museum of Art,香港藝術館,,,MU,Hong Kong Museum of Art,Ceramics,陶藝,n.a.,n.a.,Travelling exhibition for Europalia . China 2009 Tea Through the Ages: An Art of Living,歐羅巴利亞國際藝術節．中國2009茗趣源流：生活的藝術,歐羅巴利亞國際藝術節．中國2009茗趣源流：生活的藝術,n.a.,n.a.,2009/11/14,2010/02/21,2009 ,11 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0 ,1 ,,,1 ,,100 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,1,,,,#VALUE!,0 ,100 ,0 ,100 ,1 ,1 ,228 ,,,NA,,,indoor
0910,09100868,,0,Local,本地,,,CityU Gallery,香港城市大學康樂樓六樓城大藝廊,,,SCH,CITYU - Singing Waves Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,n.a.,n.a.,"Legacy of Cang Cheng, Masters of Lingnan School - The Art of Nigel Szeto",蒼城家學 嶺南宗風 - 司徒乃鍾的繪畫藝術,蒼城家學 嶺南宗風 - 司徒乃鍾的繪畫藝術,n.a.,n.a.,2009/11/17,2010/01/03,2009 ,11 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Nigel Szeto,司徒乃鍾,,,1 ,1 ,2 ,88 ,,,0 ,1 ,,,1 ,,48 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,99,,,,#VALUE!,0 ,48 ,0 ,48 ,1 ,1 ,231 ,,,NA,,,both
0910,09100873,,0,Local,本地,,,Times Square,時代廣場,,,BUSS,Times Square,Mixed Art-forms,綜合展,n.a.,n.a.,Jimmy All The Way，A Christmas Celebration,相約在時代,相約在時代,n.a.,n.a.,2009/11/18,2010/01/05,2009 ,11 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Jimmy,幾米,,,1 ,1 ,3 ,88 ,,,1 ,1 ,,,1 ,,49 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,1,,,,#VALUE!,0 ,49 ,0 ,49 ,1 ,1 ,232 ,,,NA,,,both
0910,09100883,,0,Local,本地,,,"Schoeni Art Gallery, Main Gallery
21 -31 Old Bailey Street, Central, Hong Kong","少勵畫廊主店
中環奧卑利街21-31號",,,GAL,Schoeni Art Gallery on Old Bailey,Mixed Art-forms,綜合展,n.a.,n.a.,3-2-1 Solstice,N/A,3-2-1 Solstice,n.a.,n.a.,2009/11/20,2010/01/11,2009 ,11 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Bill London; Cept; David Bray; Friendly Liu; Graphic Airlines; Jon Burgerman; L1Es One; Phil Ashcroft; Swoon; Vesna Parchet,n.a.,,,1 ,1 ,6 ,88 ,,,1 ,1 ,,,1 ,,53 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,1,,,,#VALUE!,0 ,53 ,0 ,53 ,1 ,1 ,234 ,,,NA,,,indoor
0910,09100884,,0,Local,本地,,,"10 Chancery Lane Gallery,",10號贊善里畫廊,,,GAL,10 Chancery Lane Gallery,Painting,繪畫,n.a.,n.a.,Prodigal Daughters,浪子歸,浪子歸,n.a.,n.a.,2009/11/20,2010/01/24,2009 ,11 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Hung Liu,劉虹,,,1 ,1 ,6 ,88 ,,,0 ,1 ,,,1 ,,66 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,2,,,,#VALUE!,0 ,66 ,0 ,66 ,1 ,1 ,234 ,,,NA,,,indoor
0910,09100885,,0,Non-local,非本地,,,"National Art Gallery, Malaysia (No.2, Jalan Temerloh (off Jalan Tun Razak) 53200, Kuala Lumpur",馬來西亞吉隆坡National Art Gallery,,,777 ,777 ,Mixed Art-forms,綜合展,n.a.,n.a.,24th Asian International Art Exhibition,N.A.,24th Asian International Art Exhibition,n.a.,n.a.,2009/11/20,2010/01/30,2009 ,11 ,0 ,National Art Gallery and Federation of Asian Artists-Malaysia Committee,National Art Gallery and Federation of Asian Artists-Malaysia Committee,n.a.,n.a.,n.a.,n.a.,"Artists from Indonesia, Japan, Malaysia, Mongolia, Philippine, Singapore, South Korea, Thailand, Vietnam, China, Macau, Hong Kong, Taiwan. Hong Kong: Rosanna Li, Eddie Lui and Lam Yuk Lin etc",來自印尼、日本、馬來西亞、蒙古、菲律賓、星加坡、南韓、泰國、越南、中國、澳門、香港的藝術家。香港：李慧嫻，呂豐雅及林玉蓮等,,,1 ,777 ,777 ,77 ,,,1 ,777 ,,,777 ,,72 ,,,,,NON-LOCAL,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,7,,,,#VALUE!,0 ,72 ,0 ,72 ,777 ,777 ,234 ,,,NA,,,indoor
0910,09100890,,0,Local,本地,,,Hong Kong Park,香港公園,,,PUB,Hong Kong Park,Mixed Art-forms,綜合展,n.a.,n.a.,Budding Winter Hong Kong:  Making the Familiar Unfamiliar,藝綻@冬日：尋常不尋常,藝綻@冬日：尋常不尋常,n.a.,n.a.,2009/11/24,2010/01/31,2009 ,11 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"School of Creative Media, City University of Hong Kong",香港城市大學創意媒體學院學生,,,1 ,1 ,7 ,88 ,,,1 ,1 ,,,1 ,,69 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,2,,,,#VALUE!,1 ,69 ,0 ,69 ,1 ,1 ,238 ,,,NA,,,outdoor
0910,09100891,,0,Local,本地,,,Kowloon Park,九龍公園,,,PUB,Kowloon Park,Mixed Art-forms,綜合展,n.a.,n.a.,Budding Winter Hong Kong:  Text Garden,藝綻@冬日：字花園,藝綻@冬日：字花園,n.a.,n.a.,2009/11/24,2010/01/31,2009 ,11 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"School of Design, The Hong Kong Polytechnic University",香港理工大學設計學院學生,,,1 ,1 ,7 ,88 ,,,1 ,1 ,,,1 ,,69 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,1,,,,#VALUE!,1 ,69 ,0 ,69 ,1 ,1 ,238 ,,,NA,,,outdoor
0910,09100892,,0,Local,本地,,,Sha Tin Park,沙田公園,,,PUB,Sha Tin Park,Mixed Art-forms,綜合展,n.a.,n.a.,Budding Winter Hong Kong:  Dare to Dream,藝綻@冬日：夠膽發夢,藝綻@冬日：夠膽發夢,n.a.,n.a.,2009/11/24,2010/01/31,2009 ,11 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"Department of Fine Arts, The Chinese University of Hong Kong",香港中文大學藝術系學生,,,1 ,1 ,7 ,88 ,,,1 ,1 ,,,1 ,,69 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,1,,,,#VALUE!,1 ,69 ,0 ,69 ,1 ,1 ,238 ,,,NA,,,outdoor
0910,09100893,,0,Local,本地,,,Tuen Mun Park,屯門公園,,,PUB,Tuen Mun Park,Mixed Art-forms,綜合展,n.a.,n.a.,Budding Winter Hong Kong:  Parking the Park,藝綻@冬日：埋位屯門,藝綻@冬日：埋位屯門,n.a.,n.a.,2009/11/24,2010/01/31,2009 ,11 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"Academy of Visual Arts, Hong Kong Baptist University",香港浸會大學視覺藝術學院學生,,,1 ,1 ,7 ,88 ,,,1 ,1 ,,,1 ,,69 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,5,,,,#VALUE!,1 ,69 ,0 ,69 ,1 ,1 ,238 ,,,NA,,,outdoor
0910,09100894,,0,Local,本地,,,Hong Kong Park; Kowloon Park; Sha Tin Park; Tuen Mun Park,香港公園、九龍公園、沙田公園、屯門公園,,,PUB,Multi - parks,Mixed Art-forms,綜合展,n.a.,n.a.,Budding Winter Hong Kong,藝綻@冬日,藝綻@冬日,n.a.,n.a.,2009/11/24,2010/02/27,2009 ,11 ,0 ,Hong Kong Arts Development Council,香港藝術發展局,City University of Hong Kong; The Hong Kong Polytechnic University; The Chinese University of Hong Kong; Hong Kong Baptist University; The Hong Kong Academy for Performing Arts; Community Art Network; Hong Kong Comics & Animation Federation; Fringe Club,香港城市大學、香港理工大學、香港中文大學、香港浸會大學、香港演藝學院、社群藝術網絡、香港動漫畫聯會、藝穗會,n.a.,n.a.,"Students of School of Creative Media, City University of Hong Kong; School of Design, The Hong Kong Polytechnic University; Department of Fine Arts, The Chinese University of Hong Kong; Academy of Visual Arts, Hong Kong Baptist University",香港城市大學創意媒體學院學生、香港理工大學設計學院學生、香港中文大學藝術系學生、香港浸會大學視覺藝術學院學生,,,1 ,4 ,7 ,88 ,,,1 ,1 ,,,1 ,,96 ,,,,,,"Confirmed; ""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,exh_venue changed,1,8,,,,#VALUE!,1 ,96 ,0 ,96 ,1 ,1 ,238 ,,,NA,,,outdoor
0910,09100897,,0,Local,本地,,,"10 Chancery Lane Gallery,",10號贊善里畫廊,,,GAL,10 Chancery Lane Gallery,Painting,繪畫,n.a.,n.a.,Small Wonder,N/A,Small Wonder,n.a.,n.a.,2009/11/25,2010/01/23,2009 ,11 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Simon Birch,n.a.,,,1 ,1 ,6 ,88 ,,,0 ,1 ,,,1 ,,60 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,1,,,,#VALUE!,0 ,60 ,0 ,60 ,1 ,1 ,239 ,,,NA,,,indoor
0910,09100898a,,1,Local,本地,,,"University museum and Art Gallery, The University of Hong Kong",香港大學美術博物館,,,SCH,HKU - The University Museum and Art gallery,Photography,攝影,n.a.,n.a.,Images of A Great Nation : From the Perspective of Joseph C.K. Yeung,大國氣象：楊志強攝影,大國氣象：楊志強攝影,n.a.,n.a.,2009/11/25,2010/02/21,2009 ,11 ,0 ,n.a.,n.a.,n.a.,n.a.,Yeung Chun-tong,楊春棠,Joseph C.K. Yeung,楊志強,,,1 ,1 ,2 ,88 ,,,0 ,1 ,,,1 ,,89 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,1,,,,#VALUE!,0 ,89 ,0 ,89 ,1 ,1 ,239 ,,,NA,,,both
