Year,Newly constructed id for migration,blank,1=巡迴展,location_en,location_tc,district_en,district_tc,venue_en,venue_tc,New_venue_en,New_venue_tc,site/展區簡稱,exh_venue/展場名稱,media1_en,media1_tc,media2_en,media2_tc,title_en,title_tc,title_combine,subtitle_en,subtitle_tc,start_date (dd/mm/yyyy),end_date (dd/mm/yyyy),Start_Year/首展年份,Start_Month/首展月份,permanent_exh/常設展,organizer_en,organizer_tc,co_organizer_en,co_organizer_tc,curator_en,curator_tc,participant_en,participant_tc,remark_en,remark_tc,count_exh/數量,site_count/展區數量,site_recode,space/活化空間,Media1 Code,Media2 Code,media_code/兩種媒介或以上,Venue_to_count,Venue_type_exh_count,Space_type_exh_count,Date to count,Count_exh = Date to count?,actual_exh_days/實際展期天,count_exh_day/年度展期天,adc_remarks,adc_remarks_date,,,,,,,,,,,,,,,,,,,,,,,Remarks,Remarks,Reference link,indoor/outdoor/both
1415,14150884,.,0,Local,本地,.,.,Cultural Centre Foyer Exhibition Area,文化中心大堂展覽場地,,,PA,Cultural Centre Foyer Exhibition Area,Painting,繪畫,88,88,Qing Tin Painting Association Exhibition,晴天畫會會員作品展,n.a,n.a,n.a,05/06/2014,07/06/2014,2014,6,0,Qing Tin Painting Association,晴天畫會,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,0,1,1,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150885,.,0,Local,本地,.,.,"Amelia Johnson Contemporary, G/F, 6-10 Shin Hing Street, Central, Hong Kong",(請參閱英文版),,,GAL,Amelia Johnson Contemporary,Photography,攝影,88,88,Qingdao Beach No.1,.,n.a,n.a,n.a,26/11/2014,03/12/2014,2014,11,0,Amelia Johnson Contemporary ,(請參閱英文版本),.,.,.,.,Philipp Engelhorn,.,.,.,1,1,6,88,#REF!,,0,1,1,1,1,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,14150886,.,0,Local,本地,.,.,"1/F, Fung Ping Shan Building, University Museum and Art Gallery, HKU",香港大學美術博物館馮平山樓一樓,,,SCH,HKU-The University Museum and Art Gallery,Painting,繪畫,Others,其他,QU4RTETS,四首四重奏,n.a,n.a,n.a,11/09/2014,26/10/2014,2014,9,0,University Museum and Art Gallery,香港大學美術博物館,.,.,"Florian KNOTHE,Michelle LAU
","羅諾德, 劉家瑜
","Jeremy Begbie, Makoto Fujimura, Bruce Herman, Christopher Theofanidis
","謝洛美·貝格比, 藤村 真, 布魯斯·夏爾文, 基斯杜夫·狄奧范尼迪斯
",www.thestillpoint.hk ,www.thestillpoint.hk ,1,1,2,88,#REF!,#REF!,0,1,1,1,1,1,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1415,14150887,.,0,Local,本地,.,.,"L5, Exhibition Hall, vA!",香港視覺藝術中心五樓展覽廳,,,VA,Hong Kong Visual Art Centre Exhibition Hall,Painting,繪畫,88,88,Quadrade : Solo Exhibition by Om Mee Ai,.,n.a,n.a,n.a,02/04/2014,07/04/2014,2014,4,0,Ms Om Mee Ai,(請參閱英文版本),.,.,.,., Om Mee Ai,.,.,.,1,1,1,88,#REF!,,0,1,1,1,1,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150888,.,0,Local,本地,.,.,Cultural Centre Exhibition Gallery,文化中心展覽館,,,PA,Cultural Centre Exhibition Gallery,Mixed Art-Forms,綜合展,88,88,"Rambling in Art Calligraphy, Painting, Seal-cutting, Photography",游於藝—書．畫．篆刻．攝影,n.a,n.a,n.a,01/11/2014,02/11/2014,2014,11,0,IP Kit-Ling,葉潔玲,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150891,.,0,Local,本地,.,.,"G/F - 3/F, W Place, 52 Wyndham Street, Central, Hong Kong",(請參閱英文版),,,GAL,Opera Gallery,Sculpture,雕塑,Mixed Media and Installation ,混合媒介及裝置,Readymade by JOE BLACK,.,n.a,n.a,n.a,17/09/2014,04/10/2014,2014,9,0,Opera Gallery Hong Kong,Opera Gallery Hong Kong,.,.,.,.,JOE BLACK,.,.,.,1,4,6,88,#REF!,12,1,1,1,1,1,1,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,14150892,.,0,Local,本地,.,.,"1901 Harcourt House, 39 Gloucester Road, Wan Chai, Hong Kong",灣仔告士打道39號夏愨大廈1901室,,,GAL,Gallery 27,Photography,攝影,88,88,REALITY,真相,n.a,n.a,n.a,16/07/2014,26/09/2014,2014,7,0,"Gallery 27, Studio TM",27畫廊、Studio TM,.,.,.,.,"Martin Cheung, Topaz Leung",張震揚、梁詠珊,.,.,1,1,6,88,#REF!,,0,1,1,1,1,1,73,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150893,.,0,Local,本地,.,.,"Koo Ming Kown Exhibition Gallery
Communication and Visual Arts Building
Hong Kong Baptist University
5 Hereford Road, Kowloon Tong, Hong Kong",九龍塘禧福道五號香港浸會大學傳理視藝大樓顧明均展覽廳,,,SCH,BU-Koo Ming Kown Exhibition Gallery,Photography,攝影,88,88,Rearview: Showcase of Photography and Moving Image Works by Students of AVA,回眸：視覺藝術院學生攝影及活動影像作品展,n.a,n.a,n.a,24/04/2014,04/05/2014,2014,4,0,.,.,.,.,.,.,.,.,Rearview: Showcase of Photography and Moving Image Works by Students of AVA debuts 47 young photographers and moving image artists exploration through the lens and the magic of light.,「回眸」為視覺藝術院學生攝影及活動影像作品聯展，四十七位年青藝術家利用不同的視角、鏡頭及光效訴說個人的藝術旅程。,1,1,2,88,#REF!,,0,1,1,1,1,1,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1415,14150894,.,0,Local,本地,.,.,"Rm 108, Ruttonjee Centre, 11 Duddell Street, Central, Hong Kong",香港中環都爹利街11號律敦治中心108室,,,GAL,Galerie du Monde,Painting,繪畫,88,88,Rearward Glance - from the 1960s to the present,「回眸．從六十年代至現在」－劉國松回顧展,n.a,n.a,n.a,09/05/2014,30/06/2014,2014,5,0,Galerie du Monde,世界画廊,.,.,Zhu Hongzi,朱虹子,Liu Kuo-sung,劉國松,.,.,1,1,6,88,#REF!,,0,1,1,1,1,1,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150895,.,0,Local,本地,.,.,"S307, Staunton, PMQ, 35 Aberdeen Street, Central",中環鴨巴甸街35號元創方 Staunton S307,,,PMQ,SOIL,Design,設計,88,88,Reassemble by Victor Wong,.,n.a,n.a,n.a,29/05/2014,27/06/2014,2014,5,0,"SOIL, VW Jewellery",土壤文創、VW Jewellery,.,.,.,.,Victor Wong,.,.,.,1,1,4,6,#REF!,,0,1,1,1,1,1,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150896,.,0,Local,本地,.,.,"Shop 3, 1/F Soho 189 Art Lane, 189 Queens Road West, Sheung Wan, Hong Kong",(請參閱英文版),,,GAL,Puerta Roja,Mixed Art-Forms,綜合展,88,88,Recollective 3,.,n.a,n.a,n.a,27/02/2014,22/04/2014,2014,2,0,Puerta Roja,紅門,.,.,.,.,.,.,.,.,1,1,6,88,#REF!,,1,1,1,1,1,1,55,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,14150897,.,0,Local,本地,.,.,Cultural Centre Foyer Exhibition Area,文化中心大堂展覽場地,,,PA,Cultural Centre Foyer Exhibition Area,Others,其他,88,88,Red Poppies,塵埃落定,n.a,n.a,n.a,18/08/2014,24/08/2014,2014,8,0,Hong Kong Dance Company,香港舞蹈團,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,0,1,1,1,1,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150898,.,0,Local,本地,.,.,"3/F, LANDMARK ATRIUM",置地廣塲中庭三樓,,,BUSS,The Landmark,Painting,繪畫,88,88,Red Taxi,.,n.a,n.a,n.a,01/04/2014,30/04/2014,2014,4,0,A & M Art Workshop,A & M Art Workshop,.,.,.,.,Mac Mak,.,.,.,1,1,3,88,#REF!,,0,1,1,1,1,1,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150899,.,0,Local,本地,.,.,"Unit 7, 10/F, Block A, Ming Pao Industrial Centre, 18 Ka Yip Street, Chai Wan, Hong Kong",(請參閱英文版),,,GAL,Artify Gallery,Painting,繪畫,88,88,Re-encounter,.,n.a,n.a,n.a,09/12/2014,17/01/2015,2014,12,0,Artify Gallery,(請參閱英文版本),.,.,.,.,"Bambi Lam, Apple Wong, David Jasper Wong",.,.,.,1,1,6,3,#REF!,,0,1,1,1,1,1,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,14150900,.,0,Local,本地,.,.," Exhibition Gallery 1 & 2 and open space, Oi!",油街實現展覽廳1，2及戶外空間,,,VA,Oi!-multi,Mixed Art-Forms,綜合展,Mixed Media and Installation,混合媒介及裝置,Reflection!,正 反,n.a,n.a,n.a,17/05/2014,08/07/2014,2014,5,0,Oi!,油街實現,.,.,.,.,"Alan Kwan, Kelvin Lee, Zoie So, Jeffrey Shaw, Sinan Goo, Tamas Waliczky, Simon Wan and Albert Yu",.,.,.,1,3,1,6,#REF!,#REF!,1,1,1,1,1,1,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1415,14150902,.,0,Local,本地,.,.,"The University of Hong Kong, University Museum and Art Gallery, Fung Ping Shan Building, 1/F",香港大學美術博物館馮平山樓一樓,,,SCH,HKU-The University Museum and Art Gallery,Mixed Art-Forms,綜合展,Painting,繪畫,Refuse the Shadows of the Past: 5 Years Austrian Art Made in China,擺脫過去：中國創作的奧地利藝術五年展,n.a,n.a,n.a,04/07/2014,24/08/2014,2014,7,0,"Austrian Consulate General in Hong Kong and Macau; University Museum and Art Gallery, HKU
;Embassy of the Arts
;Federal Chancellery of Austria
","奧地利駐香港及澳門總領使館; 香港大學美術博物館; 藝術使館; 奧地利聯邦總理府
",.,.,"Prof Karel Dudesek, Mr Lukas Birk",Karel Dudesek、 Lukas Birk ,"Hannes Böck, Thomas Weber Carlsen & Jan Krogsgaard, Sylvia Eckermann & Gerald Nestler, Johann Neumeister, Moritz Neumüller, Audrey Salmon, Bernhard Staudinger, Sylvia Winkler & Stephan Köperl, Heimo Wallner, Allan Au, Franz Amann, Anna Hofbauer, Ralo Mayer, Rainer Prohaska, Gerlind Zeilner, Lukas Birk, Karel Dudesek, Georg Frauenschuh, Tina Hochkogler, Heimo Lattner, Thomas Pakull, Anton Petz, Ida & Bianca Regl, Roswitha Weingrill, Andrea Witzmann, Christian Schwarzwald","Hannes Böck, Thomas Weber Carlsen & Jan Krogsgaard, Sylvia Eckermann & Gerald Nestler, Johann Neumeister, Moritz Neumüller, Audrey Salmon, Bernhard Staudinger, Sylvia Winkler & Stephan Köperl, Heimo Wallner, Allan Au, Franz Amann, Anna Hofbauer, Ralo Mayer, Rainer Prohaska, Gerlind Zeilner, Lukas Birk, Karel Dudesek, Georg Frauenschuh, Tina Hochkogler, Heimo Lattner, Thomas Pakull, Anton Petz, Ida & Bianca Regl, Roswitha Weingrill, Andrea Witzmann, Christian Schwarzwald",.,.,1,1,2,88,#REF!,#REF!,1,1,1,1,1,1,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1415,14150903,.,0,Local,本地,.,.,"Oi!, 12 Oil Street",油街12號油街實現,,,VA,Oi!,Mixed art forms,綜合展,.,.,regarding lightness: On Lifes Way,之於那微不足道：止於廣闊 ,.,.,.,13/02/2015,21/06/2015,2015,2,0,Leisure and Cultural Services Department,康樂及文化事務署,.,.,"Yeung Yang, Susi Law, Joao Li, So Wai-lam and Wong Chun-hoi",.,.,.,.,.,1,1,1,6,11,,1,1,1,1,1,1,129,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150904,.,0,Local,本地,.,.,"Central Courtyard & L0 Gallery, Jockey Club Creative Arts Centre, 30 Pak Tin Street, Shek Kip Mei, Kowloon, Hong Kong",香港九龍石硤尾白田街30號 賽馬會創意藝術中心中央庭園、L0藝廊,,,JCCAC,multi,Sculpture,雕塑,88,88,Regeneration - Exhibition of Hong Kong Sculpture Society,塑舊型新－香港雕塑學會聯展,n.a,n.a,n.a,30/04/2014,13/05/2014,2014,4,0,Hong Kong Sculpture Society,香港雕塑學會,HKSEA,香港美術教育協會,.,.,.,.,.,.,1,2,4,6,#REF!,,0,1,1,1,1,1,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1415,14150905,.,0,Local ,本地,.,.,"Hong Kong City Hall Exhibition Gallery,Low Block, Edinburgh Place, Central, Hong Kong",香港中環愛丁堡廣場大會堂低座香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,Painting,繪畫,88,88,Relation of Art,我和藝術的關係油畫展覽,n.a,n.a,n.a,02/02/2015,05/02/2015,2015,2,0,New Issue Art Group,新課題創作社,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,0,1,1,1,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1415,14150906,.,0,Local ,本地,.,.,"Hong Kong City Hall Exhibition Hall,Low Block, Edinburgh Place, Central, Hong Kong",香港中環愛丁堡廣場大會堂低座香港大會堂展覽廳,,,PA,City Hall Exhibition Hall,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,88,88,Religious Painting Exhibition,福降人間·神祐黎民－道教神仙工筆畫精品展,n.a,n.a,n.a,03/03/2015,08/03/2015,2015,3,0,Hong Kong Sino-Western Culture Exchange Association,香港中外藝術文化交流協會,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,0,1,1,1,1,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1415,14150907,.,0,Local,本地,.,.,"Art Beatus Hong Kong, 129 - 133 Wellington Street, Ground Floor
Central, Hong Kong ",(請參閱英文版),,,GAL,Art Beatus Gallery,Painting,繪畫,88,88,Remnants,.,n.a,n.a,n.a,06/06/2014,26/06/2014,2014,6,0,Art Beatus Gallery,精藝軒,.,.,.,.,Gao Zengli,.,.,.,1,1,6,88,#REF!,,0,1,1,1,1,1,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,14150909,.,0,Non-local ,非本地,.,.,Mongolian Union of Artists,(請參閱英文版),,,777,777,Painting,繪畫,88,88,Residents in Land and Data,.,n.a,n.a,n.a,01/08/2014,9999,2014,8,99,Mongolian Land Art Biennial,(請參閱英文版本),.,.,Vera Tollman,Vera Tollman,"Julieta Aguinaco, Dulguun Baatarsukh, Zigaor Barayazarra, Francesco Bertele, Chris Bierl, Hannan Benamar, Heath Bunting, Laura Cooper. Badam Dashdondog, Batkholboo Dugarsuren, Esther Kokmeijer, Kris Lemsalu, Jan Moszumanski, Heini Nieminen, Claire Pentecost, Tamir Purev, Mark Schmitz, Max H. Schmeider, Dolgor Ser-Od, Ganzug Sedbazar, Michal Smandek, Hermione Spriggs, Kinez Riza, Wai Wai","Julieta Aguinaco, Dulguun Baatarsukh, Zigaor Barayazarra, Francesco Bertele, Chris Bierl, Hannan Benamar, Heath Bunting, Laura Cooper. Badam Dashdondog, Batkholboo Dugarsuren, Esther Kokmeijer, Kris Lemsalu, Jan Moszumanski, Heini Nieminen, Claire Pentecost, Tamir Purev, Mark Schmitz, Max H. Schmeider, Dolgor Ser-Od, Ganzug Sedbazar, Michal Smandek, Hermione Spriggs, Kinez Riza, Wai Wai","The theme for the third Mongolian Land Art Biennial is Man and Animal.During the residency at the Okrkhon Valley, artist Waiwai has produced a diagram on sheep skin to display the networks between Mongolian and their herds.",第三屆蒙古藝術雙年展主題是MAN AND ANIMAL，為此，藝術家Waiwai在鄂爾渾峽谷用羊皮繪製了表達蒙古族和動物的關係網絡圖。,1,777,777,77,#REF!,,0,1,1,1,1,1,9999,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,14150910,.,0,Local,本地,.,.,Cultural Centre Exhibition Gallery,文化中心展覽館,,,PA,Cultural Centre Exhibition Gallery,Mixed Art-Forms,綜合展,88,88,Revealing Your True Colour Joint School Visual Arts Exhibition,《盡顯本色》聯校視覺藝術展,n.a,n.a,n.a,07/07/2014,10/07/2014,2014,7,0,Cheung Chau Government Secondary School,長洲官立中學,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,1,1,1,1,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150911,.,0,Local,本地,.,.,"Asia Fine Art gallery, H1, 10th Floor, Kwai Shing Industrial Building (Phase 2), 42-46 Dai Lin Pai Road, Kwai Chung, Hong Kong",Asia Fine Art Gallery,,,GAL,Asia Fine Art Gallery,Painting,繪畫,88,88,Reveries of the Universe - Hong Kong debut exhibition by Lee Kian Choong,.,n.a,n.a,n.a,16/04/2014,31/05/2014,2014,4,0,Asia Fine Art Gallery,(請參閱英文版本),.,.,.,.,Lee Kian Choong,.,.,.,1,1,6,5,#REF!,,0,1,1,1,1,1,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,14150912,.,0,Local,本地,.,.,"129 - 133 Wellington Street, Ground Floor
Central, Hong Kong ",.,,,GAL,Art Beatus Gallery,Painting,繪畫,88,88,Revisit,.,n.a,n.a,n.a,05/03/2015,26/03/2015,2015,3,0,Art Beatus Gallery,精藝軒,.,.,.,.,Frank Burbach,.,.,.,1,1,6,88,#REF!,,0,1,1,1,1,1,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,14150913,.,0,Local,本地,.,.,"53-54 Sai Street, Central, Hong Kong",香港中環西街53-54號,,,GAL,Sin Sin Fine Art,Mixed Art-Forms,綜合展,88,88,REVISIT I,.,n.a,n.a,n.a,04/07/2014,19/07/2014,2014,7,0,Sin Sin Fine Art,Sin Sin Fine Art,.,.,.,.,.,.,.,.,1,1,6,88,#REF!,,1,1,1,1,1,1,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150914,.,0,Local,本地,.,.,"53-54 Sai Street, Central, Hong Kong",香港中環西街53-54號,,,GAL,Sin Sin Fine Art,Mixed Art-Forms,綜合展,88,88,REVISIT II,.,n.a,n.a,n.a,21/07/2014,09/08/2014,2014,7,0,Sin Sin Fine Art,Sin Sin Fine Art,.,.,.,.,.,.,.,.,1,1,6,88,#REF!,,1,1,1,1,1,1,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150915,.,0,Local,本地,.,.,"53-54 Sai Street, Central, Hong Kong",香港中環西街53-54號,,,GAL,Sin Sin Fine Art,Mixed Art-Forms,綜合展,88,88,REVISIT III,.,n.a,n.a,n.a,11/08/2014,30/08/2014,2014,8,0,Sin Sin Fine Art,Sin Sin Fine Art,.,.,.,.,.,.,.,.,1,1,6,88,#REF!,,1,1,1,1,1,1,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150916,.,0,Local,本地,.,.,"1308, 13/F, Office Tower, 9 Queen's Road, Central, Hong Kong",.,,,BUSS,Picture This Gallery,Others,其他,88,88,Revolutionary Fervour- An Exhibition of Vintage Original Chinese Propaganda Posters,.,n.a,n.a,n.a,22/01/2015,07/02/2015,2015,1,0,Puture This Gallery,Puture This Gallery,.,.,.,.,The Chinese Government from 1950s to 1990s,.,.,.,1,1,3,88,#REF!,,0,1,1,1,1,1,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,14150917,.,0,Local,本地,.,.,"Run Run Shaw Creative Media Centre, City University of Hong Kong",香港城市大學邵逸夫創意媒體中心,,,SCH,CITYU-campus,New Media Art,新媒體藝術,88,88,Revolutions per Minute: Sound Art China,轉速-中國聲音藝術大展,n.a,n.a,n.a,19/12/2014,19/01/2015,2014,12,0,"School of Creative Media, SIMA",.,.,.,.,.,.,.,.,.,1,1,2,88,13,,0,1,1,1,1,1,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1415,14150918,.,0,Local ,本地,.,.,"Hui Gallery，G/F, Cheng Ming Building, New Asia College, The Chinese University of Hong Kong, Sha Tin, New Territories",新界沙田香港中文大學新亞書院誠明館地下許氏文化館,,,SCH,CUHK-Hui Gallery,99,99,99,99,Rice 5,.,n.a,n.a,n.a,23/02/2015,06/03/2015,2015,2,0,.,.,.,.,.,.,"Cheng Mei Lung, Ho Hang Yi, Leung Ching Mei, Leung Hong Pok, Mok Ting Yan",.,.,.,1,1,2,88,99,99,99,1,1,1,1,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150919,.,0,Local,本地,.,.,"Unit 1604, 16/F, Hing Wai Centre, 7 Tin Wan Praya Road, Aberdeen",香港仔田灣海旁道7號興偉中心16樓1604室,,,GAL,Koru Contemporary Art,Sculpture,雕塑,88,88,Rick Swain Sculpture - A Retrospective,李塑雕塑回顧展,n.a,n.a,n.a,27/09/2014,22/11/2014,2014,9,0,Koru Contemporary Art,(請參閱英文版本),.,.,.,.,Rick Swain,李塑,.,.,1,1,6,2,#REF!,,0,1,1,1,1,1,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150920,.,0,Local,本地,.,.,"YY9 Gallery, Unit 206 Phase 1, Chai Wan Industrial City, 60 Wing Tai Road, Chai Wan Hong Kong",(請參閱英文版),,,GAL,YY9 Gallery,Photography,攝影,88,88,Rite of Spring,.,n.a,n.a,n.a,30/03/2014,30/04/2014,2014,3,0,YY9 Gallery,(請參閱英文版本),.,.,.,.,Simone Boon,.,.,.,1,1,6,3,#REF!,,0,1,1,1,1,1,32,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,14150921,.,0,Local,本地,.,.,"L0 Gallery, Jockey Club Creative Arts Centre, 30 Pak Tin Street, Shek Kip Mei, Kowloon, Hong Kong",香港九龍石硤尾白田街30號 賽馬會創意藝術中心L0藝廊,,,JCCAC,L0 Gallery,Painting,繪畫,88,88,Ritual,.,n.a,n.a,n.a,02/04/2014,06/04/2014,2014,4,0,Spitting Gecko Studio / John McArthur,.,.,.,.,.,.,.,.,.,1,1,4,6,#REF!,,0,1,1,1,1,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1415,14150922,.,0,Local,本地,.,.,"L5, Exhibition Hall, vA!",香港視覺藝術中心五樓展覽廳,,,VA,Hong Kong Visual Art Centre Exhibition Hall,Mixed Art-Forms,綜合展,88,88,RMIT Master of Fine Art Assessment Show,.,n.a,n.a,n.a,11/12/2014,11/12/2014,2014,12,0,.,.,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150923,.,0,Local,本地,.,.,2/F 31C-D Wyndham Street Central Hong Kong,香港中環雲咸街31號C-D座2樓,,,GAL,Grotto Fine Art,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,88,88,Rolling Wheels - A Landscapist's Dialogue,.,n.a,n.a,n.a,13/11/2014,06/12/2014,2014,11,0,Grotto Fine Art,嘉圖現代藝術,.,.,.,.,"Lu Shou-kun, Wucius Wong and Kan Tai-keung",.,.,.,1,1,6,88,#REF!,,0,1,1,1,1,1,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150924,.,0,Local,本地,.,.,"ART ONE, Foyer, Gallery 3 & 5, Gallery 12A Eastation Gallery
M/F, Convention Plaza, 1 Harbour Road, Wan Chai, Hong Kong","ART ONE中庭、3及5號舖、12A號舖東站畫廊
香港灣仔港灣道1號會展廣場辦公大樓閣樓",,,BUSS,ART ONE,Painting,繪畫,88,88,Rona Hu Solo Exhibition-The Underprivileged,胡蓉個人展覽 - 草根簇,n.a,n.a,n.a,14/05/2014,31/05/2014,2014,5,0,ART ONE,(請參閱英文版本),.,.,.,.,Rona Hu,胡蓉,.,.,1,4,3,88,#REF!,,0,1,1,1,1,1,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150925,.,0,Local,本地,.,.,"S307, Staunton, PMQ, 35 Aberdeen Street, Central",中環鴨巴甸街35號元創方 Staunton S307,,,PMQ,SOIL,Prints,版畫,Mixed Media and Installation ,混合媒介及裝置,Roots,.,n.a,n.a,n.a,20/09/2014,26/10/2014,2014,9,0,SOIL,土壤文創,.,.,.,.,.,.,.,.,1,1,4,6,#REF!,12,1,1,1,1,1,1,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150926,.,0,Local ,本地,.,.,"Cultural Centre Foyer Exhibition Area,10 Salisbury Road, Tsim Sha Tsui, Kowloon",九龍尖沙咀梳士巴利道十號文化中心展覽場地,,,PA,Cultural Centre Foyer Exhibition Area,Prints,版畫,88,88,Roving Exhibition of Winning Entries of the 26th Hong Kong Print Awards,第二十六屆香港印刷大獎獲獎作品巡迴展覽,n.a,n.a,n.a,03/02/2015,16/02/2015,2015,2,0,"Graphic Arts Association of Hong Kong, Hong Kong Publishing Professionals Society, Hong Kong Trade Development Council",香港印藝學會、香港出版學會、香港貿易發展局,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,0,1,1,1,1,1,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150927,.,0,Local,本地,.,.,"Hong Kong Central Library (Exhibition Gallery, G/F)",香港中央圖書館 (地下展覽館),,,LIB,Hong Kong Central Library Exhibition Gallery,Mixed Art-Forms,綜合展,88,88,"Roving Exhibition on Winning Entries (Hong Kong) of ""4．23 World Book Day Creative Competition"" in 2014 - ""The Earth and I"" - All Categories",2014 年「4．23 世界閱讀日創作比賽」 - 「地球與我」香港區所有中、小學組別獲獎作品巡迴展,n.a,n.a,n.a,27/04/2014,11/05/2014,2014,4,0,"Organizer: Hong Kong Public Libraries 
Supporting Organization: Education Bureau","主辦機構：香港公共圖書館 
支持機構：教育局",.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,1,1,1,1,1,1,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150928,.,0,Local,本地,.,.,"7/F Pedder Building, 12 Pedder Street, Central, Hong Kong ",香港中環畢打街12號畢打行7樓,,,GAL,Gagosian Gallery,Mixed Media and Installation,混合媒介及裝置,88,88,Rudolf Stingel,.,n.a,n.a,n.a,12/03/2015,09/05/2015,2015,3,0,Gagosian Gallery,高古軒畫廊,.,.,.,.,Rudolf Stingel,.,.,.,1,1,6,88,#REF!,,1,1,1,1,1,1,59,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150929,.,0,Local,本地,.,.,Cultural Centre Foyer Exhibition Area,文化中心大堂展覽場地,,,PA,Cultural Centre Foyer Exhibition Area,Mixed Art-Forms,綜合展,88,88,S.K.H. St. Peter's Primary School 130th Anniversary Visual Art Exhibition,聖公會聖彼得小學130周年視覺藝術展,n.a,n.a,n.a,16/06/2014,19/06/2014,2014,6,0,S.K.H. St. Peter's Primary School,聖公會聖彼得小學,.,.,.,.,.,.,.,.,1,1,1,88,#REF!,,1,1,1,1,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1415,14150930,.,0,Local,本地,.,.,"10/F, 12 Wong Chuk Hang Road, Hong Kong",香港仔黃竹坑道12號10樓,,,GAL,3812 Contemporary Art Projects,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,88,88,Salon De Lixin,.,n.a,n.a,n.a,16/01/2015,28/02/2015,2015,1,0,10 Chancery Lane Gallery,10號贊善里畫廊,.,.,.,.,Li Xin,.,.,.,1,1,6,2,#REF!,,0,1,1,1,1,1,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
