Year,Newly constructed id for migration,blank,1=巡迴展,location_en,location_tc,district_en,district_tc,venue_en,venue_tc,New_venue_en,New_venue_tc,site/展區簡稱,exh_venue/展場名稱,media1_en,media1_tc,media2_en,media2_tc,title_en,title_tc,title_combine,subtitle_en,subtitle_tc,start_date (dd/mm/yyyy),end_date (dd/mm/yyyy),Start_Year/首展年份,Start_Month/首展月份,permanent_exh/常設展,organizer_en,organizer_tc,co_organizer_en,co_organizer_tc,curator_en,curator_tc,participant_en,participant_tc,remark_en,remark_tc,count_exh/數量,site_count/展區數量,site_recode,space/活化空間,Media1 Code,Media2 Code,media_code/兩種媒介或以上,Venue_to_count,Venue_type_exh_count,Space_type_exh_count,Date to count,Count_exh = Date to count?,actual_exh_days/實際展期天,count_exh_day/年度展期天,adc_remarks,adc_remarks_date,,,,,,,,,,,,,,,,,,,,,,,Remarks,Remarks,Reference link,indoor/outdoor/both
1314,13141307,,0,Local,本地,,,JCCAC,"JCCAC 中央庭園,JCCAC二樓平台",,,JCCAC,public,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,Project P2 ,膠喉微建築,n.a.,n.a.,n.a.,04/02/2014,08/03/2014,2014 ,2 ,0 ,KaHing Design & Visual Art,(請參閱英文版本),Hong Kong Design Community,香港設計聯會,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,4 ,6 ,,,1,1 ,1 ,,1 ,,33 ,,,,,,5,2,,29 ,0 ,33 ,0 ,33 ,1 ,1 ,33 ,,,,,,,,,,,,,indoor
1314,13141308,,0,Local,本地,,,Cultural Centre Foyer Exhibition Area,文化中心大堂展覽場地,,,PA,Cultural Centre Foyer Exhibition Areas,Photography,攝影,n.a.,n.a.,(Photo Exhibition),耀東影展,n.a.,n.a.,n.a.,29/12/2013,31/12/2013,2013 ,12 ,0 ,Yiu Hing Unite Association,耀興之友社,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0,1 ,1 ,,1 ,,3 ,,,,,,1,1,,110 ,0 ,3 ,0 ,3 ,1 ,1 ,3 ,,,,,,,,,,,,,indoor
1314,13141309,,0,Local,本地,,,香港中環鴨巴甸街24-26A號,"24-26A, Aberdeen Street, Central, Hong Kong",,,GAL,Blindspot Gallery,Photography,攝影,n.a.,n.a.,Impermanent Instant,無常時,n.a.,n.a.,n.a.,15/01/2014,14/02/2014,2014 ,1 ,0 ,Blindspot Gallery (Central),刺點畫廊 (中環),n.a.,n.a.,n.a.,n.a.,Li Jun,李俊,,,1 ,1 ,6 ,88 ,,,0,1 ,1 ,,1 ,,31 ,,,,,,5,2,,7 ,0 ,31 ,0 ,31 ,1 ,1 ,31 ,,,,,,,,,,,,,indoor
1314,13141310,,0,Local,本地,,,Cultural Centre Foyer Exhibition Area,文化中心大堂展覽場地,,,PA,Cultural Centre Foyer Exhibition Areas,Photography,攝影,n.a.,n.a.,City Story,城市故事,n.a.,n.a.,n.a.,06/09/2013,08/09/2013,2013 ,9 ,0 ,YMCA College of Careers,青年會專業書院,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0,1 ,1 ,,1 ,,3 ,,,,,,1,3,,111 ,0 ,3 ,0 ,3 ,1 ,1 ,3 ,,,,,,,,,,,,,indoor
1314,13141311,,0,Non-local ,非本地,,,"Grand Palais, Paris, France",法國巴黎大皇宮,,,777 ,777 ,Photography,攝影,n.a.,n.a.,"Art Paris Art Fair 2014, China Guest of Honour, Booth G29",n.a.,n.a.,n.a.,n.a.,27/03/2014,30/03/2014,2014 ,3,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"anothermountainman, Han Lei, South Ho Siu Nam, Jiang Pengyi, RongRong, Zhang Xiao",又一山人，韓磊，何兆南，蔣鵬奕，榮榮，張曉,,,1 ,777 ,777 ,77 ,,,0,777 ,777 ,,777 ,,4 ,,,,NON-LOCAL,,1,3,,33 ,0 ,4 ,0 ,4 ,777 ,777 ,4 ,,,,,,,,,,,,,both
1314,13141312,,0,Local,本地,,,Cultural Centre Foyer Exhibition Area,文化中心大堂展覽場地,,,PA,Cultural Centre Foyer Exhibition Areas,Photography,攝影,n.a.,n.a.,Yphotowalker - The Second Photograph,影像獨白 —《距離》攝影展,n.a.,n.a.,n.a.,31/10/2013,03/11/2013,2013 ,10 ,0 ,Yphotowalker,影像獨白,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0,1 ,1 ,,1 ,,4 ,,,,,,1,3,,112 ,0 ,4 ,0 ,4 ,1 ,1 ,4 ,,,,,,,,,,,,,indoor
1314,13141314,,0,Local,本地,,,"UNIT 206, Chaiwan Industrial City Phase 1, 60 Wing Tai Road, Chaiwan, Hong Kong",香港柴灣永泰路60號柴灣工業城第一座206室,,,GAL,YY9 Gallery,Painting,繪畫,n.a.,n.a.,Tic-Tac-Zig-Zag,n.a.,n.a.,n.a.,n.a.,19/04/2013,18/05/2013,2013 ,4 ,0 ,YY9 Gallery,YY9 Gallery,n.a.,n.a.,n.a.,n.a.,Fan un Wa,n.a.,,,1 ,1 ,6 ,3 ,,,0,1 ,1 ,,1 ,,30 ,,,,,,5,8,,3 ,0 ,30 ,0 ,30 ,1 ,1 ,30 ,,,,,,,,,,,,,indoor
1314,13141315,,0,Local,本地,,,"UNIT 206, Chaiwan Industrial City Phase 1, 60 Wing Tai Road, Chaiwan, Hong Kong",香港柴灣永泰路60號柴灣工業城第一座206室,,,GAL,YY9 Gallery,Painting,繪畫,n.a.,n.a.,ABSTRACTION,n.a.,n.a.,n.a.,n.a.,23/05/2013,20/07/2013,2013 ,5 ,0 ,YY9 Gallery,YY9 Gallery,n.a.,n.a.,n.a.,n.a.,"Dee Dee Choy, Kennis Chan, Silvia Chan and Tsang Chui Mei",n.a.,,,1 ,1 ,6 ,3 ,,,0,1 ,1 ,,1 ,,59 ,,,,,,8,8,,4 ,0 ,59 ,0 ,59 ,1 ,1 ,59 ,,,,,,,,,,,,,indoor
1314,13141316,,0,Local,本地,,,"UNIT 206, Chaiwan Industrial City Phase 1, 60 Wing Tai Road, Chaiwan, Hong Kong",香港柴灣永泰路60號柴灣工業城第一座206室,,,GAL,YY9 Gallery,Painting,繪畫,n.a.,n.a.,After the rain,n.a.,n.a.,n.a.,n.a.,02/08/2013,02/10/2013,2013 ,8 ,0 ,YY9 Gallery,YY9 Gallery,n.a.,n.a.,n.a.,n.a.,ling lai,n.a.,,,1 ,1 ,6 ,3 ,,,0,1,1,,1,,62 ,,,,,,8,1,,5 ,0 ,62 ,0 ,62 ,1,1,62 ,,,,,,,,,,,,,indoor
1314,13141317,,0,Local,本地,,,"UNIT 206, Chaiwan Industrial City Phase 1, 60 Wing Tai Road, Chaiwan, Hong Kong",香港柴灣永泰路60號柴灣工業城第一座206室,,,GAL,YY9 Gallery,Painting,繪畫,n.a.,n.a.,Beyond The Landscape,Beyond The Landscape,n.a.,n.a.,n.a.,25/10/2013,30/11/2013,2013 ,10 ,0 ,YY9 Gallery (Chai Wan),YY9 Gallery (柴灣),n.a.,n.a.,n.a.,n.a.,"Koon Wai Bong, Tang Kai Yiu, Jiwye To and Galen Tse",管偉邦，鄧啟耀，杜之外，謝健華,,,1 ,1 ,6 ,3 ,,,0,1 ,1 ,,1 ,,37 ,,,,,,6,3,,6 ,0 ,37 ,0 ,37 ,1 ,1 ,37 ,,,,,,,,,,,,,indoor
1314,13141318,,0,Local,本地,,,"UNIT 206, Chaiwan Industrial City Phase 1, 60 Wing Tai Road, Chaiwan, Hong Kong",香港柴灣永泰路60號柴灣工業城第一座206室,,,GAL,YY9 Gallery,Mixed Art-forms,綜合展,Mixed Media and Installation,混合媒介及裝置,The Art and Living,The Art and Living,n.a.,n.a.,n.a.,06/12/2013,15/02/2014,2013 ,12 ,0 ,YY9 Gallery (Chai Wan),YY9 Gallery (柴灣),n.a.,n.a.,n.a.,n.a.,"Pauline Chan,Winus Lee,Beatrix Pang,Yokky Wong","陳素儀,李绮薇,彭倩幗,黃美嫻",,,1 ,1 ,6 ,3 ,,,1,1 ,1 ,,1 ,,72 ,,,,,,8,8,,7 ,0 ,72 ,0 ,72 ,1 ,1 ,72 ,,,,,,,,,,,,,indoor
1314,13141319,,0,Local,本地,,,"G/F Chinachem Hollywood Centre, One Hollywood Road, Central, Hong Kong",香港荷李活道1號華懋荷李活中心地下,,,GAL,Zee Stone Gallery,Painting,繪畫,n.a.,n.a.,"Abstrakte Bild
",n.a.,n.a.,n.a.,n.a.,21/05/2013,14/06/2013,2013 ,5,0 ,Zee Stone Gallery,n.a.,n.a.,n.a.,n.a.,n.a.,Robert Niesse,n.a.,,,1 ,1 ,6 ,88 ,,,0,1,1,,1,,25 ,,,,,,4,4,,1 ,1 ,25 ,0 ,25 ,1,1,25 ,,,,,,,,,,,,,indoor
1314,13141320,,0,Local,本地,,,"1/F, T.T.Tsui Building, University Museum and Art Gallery, HKU",香港大學美術博物館徐展堂樓一樓,,,SCH,HKU - The University Museum and Art gallery,Others,其他,n.a.,n.a.,Embroidered Identities: Ornately Decorated Textiles and Accessories of Chinese Ethnic Minorities,針情線韻：中國少數民族服飾與背帶,n.a.,n.a.,n.a.,15/12/2013,09/02/2014,2013 ,12 ,0 ,"University Museum and Art Gallery, HKU",香港大學美術博物館,Supported by The University of Hong Kong Museum Society,支持: 香港大學博物館學會,"Mei-yin LEE, Florian KNOTHE","李美賢, 羅諾德
",Collector: Mei-yin LEE,收藏家: 李美賢,,,1 ,1 ,2 ,88 ,,,0,1 ,1,,1 ,,57 ,,,,,,8,2,,8 ,0 ,57 ,0 ,57 ,1 ,1 ,57 ,,,,,,,,,,,,,both
1314,13141321,,0,Local,本地,,,"G/F Chinachem Hollywood Centre, One Hollywood Road, Central, Hong Kong",香港荷李活道1號華懋荷李活中心地下,,,GAL,Zee Stone Gallery,Painting,繪畫,n.a.,n.a.,Red Leaf Season,Red Leaf Season -- 喬十光作品展,n.a.,n.a.,n.a.,29/11/2013,30/12/2013,2013 ,11,0 ,Zee Stone Gallery,n.a.,n.a.,n.a.,n.a.,n.a.,Qiao Shiguang,喬十光,,,1 ,1 ,6 ,88 ,,,0,1 ,1 ,,1 ,,32 ,,,,,,5,5,,2 ,0 ,32 ,0 ,32 ,1 ,1 ,32 ,,,,,,,,,,,,,indoor
1314,13141322,,0,Local,本地,,,City Hall Exhibition Gallery,香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,n.a.,n.a.,(Chinese Painting and Calligraphy Exhibition),惠風和暢之五,n.a.,n.a.,n.a.,06/09/2013,09/09/2013,2013 ,9 ,0 ,Zephyr Painting and Calligraphy Research Association,惠風書畫研究會,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0,1 ,1 ,,1 ,,4 ,,,,,,1,2,,46 ,0 ,4 ,0 ,4 ,1 ,1 ,4 ,,,,,,,,,,,,,indoor
1314,13141323,,0,Local,本地,,,City Hall Exhibition Gallery,香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,n.a.,n.a.,(Chinese Calligraphy Exhibition),格高韻勝－韓雲山先生書法紀念展,n.a.,n.a.,n.a.,26/07/2013,28/07/2013,2013 ,7 ,0 ,Zhong Bu Hui Tang Calligraphy,終不悔堂書畫會,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0,1 ,1 ,,1 ,,3 ,,,,,,1,4,,47 ,0 ,3 ,0 ,3 ,1 ,1 ,3 ,,,,,,,,,,,,,indoor
1314,13141324,,0,Local,本地,,,City Hall Exhibition Gallery,香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,Photography,攝影,n.a.,n.a.,(Photo Exhibition),中苑影藝展繽紛2013,n.a.,n.a.,n.a.,27/06/2013,30/06/2013,2013 ,6 ,0 ,Zhong Yuan Photographic Association,中苑影藝展繽紛2013,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0,1 ,1 ,,1 ,,4 ,,,,,,1,2,,48 ,0 ,4 ,0 ,4 ,1 ,1 ,4 ,,,,,,,,,,,,,indoor
1314,13141325,,0,Local,本地,,,Cultural Centre Foyer Exhibition Area,文化中心大堂展覽場地,,,PA,Cultural Centre Foyer Exhibition Areas,Mixed Art-forms,綜合展,n.a.,n.a.,Hong Kong Cultural Centre Upgrade,改造香港文化中心,n.a.,n.a.,n.a.,25/09/2013,06/10/2013,2013 ,9 ,0 ,Zuni Icosahedron,進念˙二十面體,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,1,1 ,1 ,,1 ,,12 ,,,,,,2,8,,113 ,0 ,12 ,0 ,12 ,1 ,1 ,12 ,,,,,,,,,,,,,indoor
1314,13141327,,0,Local,本地,,,Cultural Centre Foyer Exhibition Area,文化中心大堂展覽場地,,,PA,Cultural Centre Foyer Exhibition Areas,Architecture,建築,n.a.,n.a.,Danny Yung Architecture is Theatre Exhibition,榮念曾舞台如建築展,n.a.,n.a.,n.a.,08/11/2013,27/11/2013,2013 ,11 ,0 ,Zuni Icosahedron,進念．二十面體,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0,1 ,1 ,,1 ,,20 ,,,,,,3,1,,114 ,0 ,20 ,0 ,20 ,1 ,1 ,20 ,,,,,,,,,,,,,indoor
1314,13141328,,0,Local,本地,,,"Flat B, 8/F, Yue On Commercial Building, 385-387 Lockhart Road, Hong Kong",香港灣仔駱克道385-387號裕安商業大廈8樓B座,,,GAL,San Shi Xuen Yi Shu,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,n.a.,n.a.,n.a.,"慶香港回歸16周年長安畫派六人展：趙振川、高民生、石丹、劉奇偉、張小琴、韓莉
",n.a.,n.a.,n.a.,16/07/2013,31/07/2013,2013 ,7 ,0 ,三石軒,三石軒,n.a.,n.a.,n.a.,n.a.,n.a.,趙振川、高民生、石丹、劉奇偉、張小琴、韓莉 ,,,1 ,1 ,6 ,88 ,,,0,1 ,1 ,,1 ,,16 ,,,,,San Shi Xuen Yi Shu (三石軒藝術)：http://sanshixuanhualang.com/tw/exhibition/item/12-%E5%85%AD%E4%BA%BA%E5%B1%95.html,3,5,,2 ,1 ,16 ,0 ,16 ,1 ,1 ,16 ,,,,,,,,,,,,,indoor
1314,13141329,,0,Local,本地,,,"Flat B, 8/F, Yue On Commercial Building, 385-387 Lockhart Road, Hong Kong",香港灣仔駱克道385-387號裕安商業大廈8樓B座,,,GAL,San Shi Xuen Yi Shu,Mixed Art-forms,綜合展,n.a.,n.a.,n.a.,"中國名家書畫、油畫精品展，壽山石精品展，江西陶瓷名家精品展.
",n.a.,n.a.,n.a.,12/08/2013,12/09/2013,2013 ,8 ,0 ,三石軒,三石軒,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,6 ,88 ,,,1,1 ,1 ,,1 ,,32 ,,,,,San Shi Xuen Yi Shu (三石軒藝術)：http://sanshixuanhualang.com/tw/exhibition/item/11-%E7%B2%BE%E5%93%81%E5%B1%95.html,5,5,,3 ,0 ,32 ,0 ,32 ,1 ,1 ,32 ,,,,,,,,,,,,,indoor
1314,13141330,,0,Local,本地,,,"1/F, Fung Ping Shan Building, University Museum and Art Gallery, HKU",香港大學美術博物館馮平山樓一樓,,,SCH,HKU - The University Museum and Art gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,n.a.,n.a.,Six Decades of Acquisition: Chinese Figure Painting Collection Highlights,六十年入藏人物畫選粹,n.a.,n.a.,n.a.,28/01/2014,31/03/2014,2014 ,1 ,0 ,"University Museum and Art Gallery, HKU",香港大學美術博物館,n.a.,n.a.,Sarah Ng Sau-wah,吳秀華,n.a.,n.a.,,,1 ,1 ,2 ,88 ,,,0,1 ,1,,1 ,,63 ,,,,,,8,8,,10 ,0 ,63 ,0 ,63 ,1 ,1 ,63 ,,,,,,,,,,,,,both
1314,13141331,,0,Local,本地,,,"New Asia College Ch'ien Mu Library, CUHK",香港中文大學新亞書院錢穆圖書館,,,SCH,CUHK - campus,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,Mixed Media and Installation,混合媒介及裝置,"Solo Exhibition by Chan Sui Ying, Zaffer",《十二單衣》- 陳瑞瑩個人展覽,n.a.,n.a.,n.a.,07/01/2014,17/01/2014,2014 ,1 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"Chan Sui Ying, Zaffer",陳瑞瑩,,,1 ,1 ,2 ,88 ,,,1,1 ,1 ,,1 ,,11 ,,,,,,2,8,,4 ,0 ,11 ,0 ,11 ,1,1 ,11 ,,,,,,,,,,,,,indoor
1314,13141332,,0,Local,本地,,,"Au Shue Hung Memorial Library, HKBU",香港浸會大學區樹洪紀念圖書館,,,SCH,BU - campus,Others,其他,n.a.,n.a.,玻璃藝術,Glass Art,n.a.,n.a.,n.a.,06/03/2013,18/04/2013,2013 ,3 ,0 ,香港浸會大學視覺藝術院,"Academy of Visual Arts, Hong Kong Baptist University ",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"In recent years, glass-blowing has inched its way towards becoming one of the most dazzling mediums of art. This exhibit features works from numerous artists, as well as Baptist University Academy of Visual Arts students.

There’ll also be a ceremony demystifying this bold form of creativity—Also, don’t miss the glass-blowing workshop, for a rare taste of art in action!",玻璃藝術，奇妙幻化於 0 – 1200℃，近年來逐漸成為當代藝術創作的亮眼媒材之一。是次展覽將展出來自多位本地玻璃藝術家及浸會大學視覺藝術院學生的作品，題材豐富色彩繽紛，天馬行空創意無限。開幕禮當日另設有講座，深入淺出介紹玻璃藝術的幻妙面紗。更舉辦玻璃工作坊讓參加者一嘗吹玻璃的樂趣，機會難逢! ,1 ,1 ,2 ,88 ,,,0,1 ,1 ,,1 ,,44 ,,,,,,7,5,,3 ,0 ,44 ,0 ,18 ,1 ,1 ,18 ,,,,,,,,,,,,,both
1314,13141333,,0,Local,本地,,,"New Asia College Ch'ien Mu Library, CUHK",香港中文大學新亞書院錢穆圖書館,,,SCH,CUHK - campus,Painting,繪畫,n.a.,n.a.,To Do List - Joint exhibition of Ho Weng Chi & Inkgo Lam,《正》—何頴姿、林嘉裕作品聯展,n.a.,n.a.,n.a.,10/02/2014,21/02/2014,2014 ,2 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Ho Weng Chi & Lam Ka Yu,何頴姿、林嘉裕,,,1 ,1 ,2 ,88 ,,,0,1 ,1 ,,1 ,,12 ,,,,,,2,4,,5 ,0 ,12 ,0 ,12 ,1 ,1 ,12 ,,,,,,,,,,,,,indoor
1314,13141334,,0,Local,本地,,,"New Asia College Ch'ien Mu Library, CUHK",香港中文大學新亞書院錢穆圖書館,,,SCH,CUHK - campus,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,Invisible Alienation - Solo exhibition by Rebecca Tanda,無形異化,n.a.,n.a.,n.a.,20/01/2014,29/01/2014,2014 ,1 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Tanda Rebecca,Tanda Rebecca,,,1 ,1 ,2 ,88 ,,,1,1 ,1 ,,1 ,,10 ,,,,,,2,8,,6 ,0 ,10 ,0 ,10 ,1 ,1 ,10 ,,,,,,,,,,,,,indoor
1314,13141335,,0,Local,本地,,,"New Asia College Ch'ien Mu Library, CUHK",香港中文大學新亞書院錢穆圖書館,,,SCH,CUHK - campus,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,"/`Praktis/ — Joint exhibition of Lai Oi Ki, Bernadette and Law Ho Man, Vivian",練/雜/ - 黎藹琪羅皓雯聯展,n.a.,n.a.,n.a.,24/02/2014,28/02/2014,2014 ,2 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"Lai Oi Ki, Bernadette and Law Ho Man, Vivian",黎藹琪、羅皓雯,,,1 ,1 ,2 ,88 ,,,1,1 ,1 ,,1 ,,5 ,,,,,,1,3,,7 ,0 ,5 ,0 ,5 ,1 ,1 ,5 ,,,,,,,,,,,,,indoor
1314,13141336,,0,Local,本地,,,"New Asia College Ch'ien Mu Library, CUHK",香港中文大學新亞書院錢穆圖書館,,,SCH,CUHK - campus,Photography,攝影,n.a.,n.a.,Cityscape - Photo Exhibition by Cheung Chan Fai,「城域」—張燦輝攝影展,n.a.,n.a.,n.a.,03/03/2014,22/03/2014,2014 ,3 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Cheung Chan Fai,張燦輝,,,1 ,1 ,2 ,88 ,,,0,1 ,1 ,,1 ,,20 ,,,,,,3,8,,8 ,0 ,20 ,0 ,20 ,1 ,1 ,20 ,,,,,,,,,,,,,indoor
1314,13141337,,0,Non-local,非本地,,,"The Ice Palace, 1400 North Miami Avenue, Miami, FL 33136, Media and Entertainment District","The Ice Palace, 1400 North Miami Avenue, Miami, FL 33136, Media and Entertainment District",,,777 ,777 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,05/12/2013,08/12/2013,2013 ,12,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,777 ,777 ,77 ,,,99,777 ,777 ,,777 ,,4 ,,,,NON-LOCAL,media1_en & media1_tc unknown,1,4,,34 ,0 ,4 ,0 ,4 ,777 ,777 ,4 ,,,,,,,,,,,,,indoor
1314,13141339,,0,Local,本地,,,"10 Salisbury Road, Tsim Sha Tsui, Kowloon",九龍尖沙咀梳士巴利道10號,,,PA,Culture Centre,Mixed Art-forms,綜合展,n.a.,n.a.,Hand in Hand with Hong Kong Art: Laurence Tam,與香港藝術同行 ─ 譚志成,n.a.,n.a.,n.a.,04/10/2013,05/01/2014,2013 ,10 ,0 ,Hong Kong Museum of Art,香港藝術館,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,1,1 ,1 ,,1 ,,94 ,,,,,,8,8,,1 ,1 ,94 ,0 ,94 ,1 ,1 ,94 ,,,,,,,,,,,,,indoor
1314,13141340,,0,Local,本地,,,"10 Salisbury Road, Tsim Sha Tsui, Kowloon",九龍尖沙咀梳士巴利道10號,,,PA,Culture Centre,Mixed Art-forms,綜合展,n.a.,n.a.,"A participating programme of ""Hong Kong Week 2013"" in Taipei -- All Are Guests",台北「香港週2013」參與節目——身是客,n.a.,n.a.,n.a.,29/11/2013,15/12/2013,2013 ,11 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,1,1 ,1 ,,1 ,,17 ,,,,,,3,1,,3 ,0 ,17 ,0 ,17 ,1 ,1 ,17 ,,,,,,,,,,,,,indoor
1314,13141341,,0,Local,本地,,,"InnoCentre, 72 Tat Chee Avenue, Kowloon",九龍塘達之路72號創新中心,,,VA,InnoCentre,Design,設計,n.a.,n.a.,Graduate Exhibition 2013,香 港 中 文 大 學 專 業 進 修 學 院 及 澳 洲 Griffith University 合 辦 設 計 學 士 （ 視 覺 傳 意 設 計 ） 課 程 畢 業 展 2013,n.a.,n.a.,n.a.,15/11/2013,18/11/2013,2013 ,11 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0,1 ,1 ,,1 ,,4 ,,,,,,1,3,,1 ,1 ,4 ,0 ,4 ,1 ,1 ,4 ,,,,,,,,,,,,,indoor
1314,13141342,,0,Non-local,非本地,,,n.a.,山東省文物總店美術館,,,777 ,777 ,"Chinese Painting, Calligraphy and Seal Carving ",書畫篆刻,n.a.,n.a.,n.a.,藝匯齊魯--饒宗頤教授山東書畫展,n.a.,n.a.,n.a.,15/03/2013,05/04/2013,2013 ,3,0 ,n.a.,山東省文物局,n.a.,香港大學饒宗頤學術館﹑香港集古齋有限公司和山東省文物總店,n.a.,n.a.,n.a.,饒宗頤,,,1 ,777 ,777 ,77 ,,,0,777 ,777 ,,777 ,,22 ,,,,NON-LOCAL,,4,3,,35 ,0 ,22 ,0 ,5 ,777 ,777 ,5 ,,,,,,,,,,,,,indoor
1314,13141343,,0,Local,本地,,,"Hong Kong Visual Arts Centre, Exhibition Hall",香港視覺藝術中心展覽廳,,,VA,Hong Kong Visual Art Centre Exhibition Hall,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,Haunted Lotus,Haunted Lotus,n.a.,n.a.,n.a.,17/10/2013,24/10/2013,2013 ,10 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Khadim Ali ,Khadim Ali ,,,1 ,1 ,1 ,88 ,,,1,1 ,1 ,,1 ,,8 ,,,,,,2,1,,32 ,0 ,8 ,0 ,8 ,1 ,1 ,8 ,,,,,,,,,,,,,indoor
1314,13141344,,0,Local,本地,,,"2/F Terrace, Jockey Club Creative Arts Centre, 30 Pak Tin Street, Shek Kip Mei, Kowloon, Hong Kong",賽馬會創意藝術中心二樓平台,,,JCCAC,public,Prints,版畫,n.a.,n.a.,"Celebrating the Spring, Chinese New Year Prints Exhibition",桃符迎新歲 － 中國年畫展,n.a.,n.a.,n.a.,23/01/2014,09/02/2014,2014 ,1 ,0 ,Hong Kong Open Printshop,香港版畫工作室,n.a.,n.a.,Hong Kong Open Printshop,香港版畫工作室,n.a.,n.a.,,,1 ,1 ,4 ,6 ,,,0,1 ,1 ,,1 ,,18 ,,,,,,3,1,,30 ,0 ,18 ,0 ,18 ,1 ,1 ,18 ,,,,,,,,,,,,,indoor
1314,13141345,,0,Local,本地,,,"Hong Kong Visual Arts Centre, Exhibition Hall",香港視覺藝術中心展覽廳,,,VA,Hong Kong Visual Art Centre Exhibition Hall,Painting,繪畫,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,A Sight of Lingnan,嶺南畫派愛好者聯展,n.a.,n.a.,n.a.,13/12/2013,16/12/2013,2013 ,12 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,1,1 ,1 ,,1 ,,4 ,,,,,,1,4,,33 ,0 ,4 ,0 ,4 ,1 ,1 ,4 ,,,,,,,,,,,,,indoor
1314,13141346,,0,Non-local ,非本地,,,"Gruenwald Press, San Francisco, California",加州三藩市Gruenwald Press,,,777 ,777 ,Prints,版畫,n.a.,n.a.,Our World: Now and Then,n.a.,n.a.,n.a.,n.a.,26/03/2014,29/03/2014,2014 ,3,0 ,Southern Graphics Council Conference International,n.a.,n.a.,n.a.,Yung Sau-mui,翁秀梅,"HUANG Xinbo, CHAN Chi-hau Ivan , CHAN So-yee Pauline, CHEUNG Chung-chu , FUNG Hoi-ching Purdence , FUNG Ho-yin , HO Yuen-yu Louiza , HUNG Keung , LAM Laam, Jaffa LAM Pui-yuk Jade , LAM Woon-cheong, Steven , LAU Win-wa, Liz , LEUNG Po-ling , LI Wei-han, Rosanna , TSANG Kin-wah , TSOI Wai-chung , YAU Ngai-lam","黃新波, 陳智侯, 陳素儀, 張中柱, 馮凱靖,  馮浩然,  何苑瑜,  洪 強,  林 嵐,  林沛鈺,  林煥樟,  劉頴樺,  梁寶玲,  李慧嫻,  曾建華,  蔡偉聰,  丘藝藍",,,1 ,777 ,777 ,77 ,,,0,777 ,777 ,,777 ,,4 ,,,,NON-LOCAL,,1,3,,36 ,0 ,4 ,0 ,4 ,777 ,777 ,4 ,,,,,,,,,,,,,indoor
